id,prompt,correct_answer,model_id,answer,exact_match,token_f1,bleu4,rouge1_f1,rouge2_f1,rougeL_f1,answer_length_chars,answer_length_tokens,bertscore_precision,bertscore_recall,bertscore_f1,error_category,model
CORP-TAX-055,Entsteht eine internationale Schachtelbeteiligung durch Sitzverlegung einer inländischen Tochtergesellschaft ins Ausland – wie wirkt sich das auf die bisherigen stillen Reserven aus?,"Ja, eine internationale Schachtelbeteiligung entsteht. Gemäß § 10 Abs. 3 Z 5 KStG erstreckt sich die Steuerneutralität jedoch nicht auf den Unterschiedsbetrag zwischen Buchwert und höherem Teilwert im Zeitpunkt der Sitzverlegung – die stillen Reserven bleiben steuerpflichtig.",MODEL-1,"Die Verlegung der Sitz eines Unternehmens ins Ausland, beispielsweise einer inländischen Tochtergesellschaft, kann Auswirkungen auf die Bewertung stiller Reserven haben. Nach den aktuellen steuerlichen Regelungen, insbesondere gemäß § 61 Abs. 1 UStG und der UStR, sind stille Reserven grundsätzlich als Vermögenswerte zu behandeln, die nicht im Jahresabschluss ausgewiesen werden müssen. 

Eine Sitzverlegung kann eine Änderung der wirtschaftlichen Realität darstellen, die zu einer Neubewertung der stillen Reserven führen kann.  Es ist zu prüfen, ob die Verlegung eine wesentliche Änderung der Geschäftstätigkeit oder des geografischen Schwerpunkts darstellt.  Dies kann zu einer Anpassung der stillen Reserven führen, wenn die zugrunde liegenden Annahmen, auf denen die bisherige Bewertung beruht, nicht mehr zutreffen.  Die konkrete Bewertung hängt von den Umständen des Einzelfalls ab und muss unter Berücksichtigung der relevanten Vorschriften und Richtlinien erfolgen (z.B. UStR 31.03.2020, Z. 13).  Es empfiehlt sich, die steuerliche Beratung durch einen Fachmann einzuholen, um die Auswirkungen auf die stille Reserven zu beurteilen.",0,0.17801047120418848,0.005505486278669303,0.17647058823529413,0.019801980198019802,0.0980392156862745,1142,155,0.6390218138694763,0.7132952213287354,0.6741188168525696,Overly verbose answer,Model 1 - Inference
CORP-TAX-056,"Welche steuerliche Behandlung erfahren Zinsen für die Fremdfinanzierung einer Beteiligung, (a) wenn der Verkäufer konzernfremd ist und (b) wenn der Verkäufer die Muttergesellschaft ist?","(a) Konzernfremder Verkäufer: Zinsen nach § 11 Abs. 1 Z 4 KStG abzugsfähig – § 12 Abs. 1 Z 9 KStG greift nicht. (b) Mutter als Verkäufer: Abzugsverbot des § 12 Abs. 1 Z 9 KStG greift, da die Beteiligung von einer konzernzugehörigen Körperschaft erworben wurde – Zinsen nicht abzugsfähig.",MODEL-1,"Hier die steuerliche Behandlung von Zinsen für die Fremdfinanzierung einer Beteiligung, unter Berücksichtigung der Konzernzugehörigkeit des Verkäufers:

**(a) Verkäufer ist konzernfremd:**

Zinsen für die Fremdfinanzierung einer Beteiligung, die von einem konzernfremden Verkäufer getragen werden, sind grundsätzlich als Betriebsausgaben abzugleidend. Dies folgt dem § 6 Abs 1 EStG, der die Abzugsfähigkeit von Zinsaufwendungen für Kreditfinanzierungen vorsieht.  Die Zinsen sind im Rahmen der Gewinn- und Verlustrechnung des Verkäufers zu berücksichtigen, sofern sie im Zusammenhang mit der Erwerbs- oder Veräußerung der Beteiligung stehen (vgl. RStzA Art. 56).

**(b) Verkäufer ist die Muttergesellschaft:**

Wenn der Verkäufer die Muttergesellschaft ist, sind die Zinsen für die Fremdfinanzierung der Beteiligung grundsätzlich nicht als Betriebsausgaben zu behandeln. Dies ergibt sich aus § 16 Abs 1 EStG, der die Möglichkeit der Kostenaufschöpfung bei der Beteiligung an verbundenen Unternehmen einschränkt.  Die Zinsen werden in der Regel als zugehörige Aufwendungen im Sinne von § 2 Abs 1 EStG zu behandeln sein, die im Rahmen der Konzernzinsrechnung (vgl. RStzA Art. 57) zu verrechnen sind.  Es ist zu beachten, dass die tatsächliche Verrechnung der Zinsen unter den Konzernunternehmen erfolgen muss, um eine Doppelbelastung zu vermeiden.",0,0.19130434782608696,0.004993638609111177,0.18181818181818182,0.03984063745019921,0.12648221343873517,1345,182,0.6446673274040222,0.7286427021026611,0.6840875148773193,Overly verbose answer,Model 1 - Inference
CORP-TAX-057,Welche Einschränkung gilt für den Betriebsausgabenabzug bei nur teilweise steuerpflichtigen Körperschaften?,"Aufwendungen dürfen nur insoweit abgezogen werden, als sie mit steuerpflichtigen Erträgen in unmittelbarem wirtschaftlichen Zusammenhang stehen (§ 11 Abs. 2 KStG).",MODEL-1,"Für nur teilweise steuerpflichtige Körperschaften gelten bei der Abzugsfähigkeit von Betriebsausgaben Einschränkungen gemäß § 6 Abs 1 Abs 3 UStG.  Die Körperschaft kann Betriebsausgaben nur anteilig abziehen, also in dem Verhältnis, in dem ihre steuerpflichtige Tätigkeit im Verhältnis zu den Gesamttätigkeiten der Körperschaft liegt.  Dies bedeutet, dass die Betriebsausgaben auf die tatsächlich steuerpflichtigen Umsätze oder Einnahmen der Körperschaft berechnet werden müssen.  Die genauen Voraussetzungen und Berechnungsmethoden sind im UStG und den entsprechenden Erläuterungen (z.B. UStR 36) geregelt.",0,0.12121212121212123,0.003638503246078791,0.08771929824561404,0.0,0.03508771929824561,607,78,0.6706668734550476,0.7507648468017578,0.7084590196609497,Overly verbose answer,Model 1 - Inference
CORP-TAX-058,"Welche Einschränkung gilt für den Betriebsausgabenabzug bei einer Körperschaft, die nur teilweise steuerpflichtig ist?","Aufwendungen dürfen nur insoweit abgezogen werden, als sie mit steuerpflichtigen Erträgen in unmittelbarem wirtschaftlichen Zusammenhang stehen.",MODEL-1,"Eine Körperschaft, die nur teilweise steuerpflichtig ist, kann Betriebsausgaben nur in dem Verhältnis zum steuerpflichtigen Einkommen abziehen, in dem dieses Einkommen im Verhältnis zu dem Gesamtumsatz der Körperschaft steht. Dies ergibt sich aus § 6 Abs 1 EStG.  Der Abzug der Betriebsausgaben ist also an den Grad der Steuerpflicht gebunden.  Die genauen Voraussetzungen und die Berechnung des Verhältnisses sind im Steuerrechtlichen Ratgeber (Fa. 3) näher ausgeführt.  Es ist zu beachten, dass auch bei teilweiser Steuerpflicht die allgemeine Betriebsausgabenregelung des § 6 Abs 1 EStG gilt.",0,0.05940594059405941,0.0028030624560832816,0.05555555555555555,0.0,0.05555555555555555,595,85,0.6306747198104858,0.7044506669044495,0.6655243039131165,Overly verbose answer,Model 1 - Inference
CORP-TAX-059,Sind von Gerichten oder Verwaltungsbehörden verhängte Strafen steuerlich abzugsfähig?,"Nein. Strafen, Geldbußen, Verbandsgeldbußen, Abgabenerhöhungen nach dem FinStrG und Diversionsleistungen sind gemäß § 12 Abs. 1 Z 4 KStG nicht abzugsfähig.",MODEL-1,"Ja, von Gerichten oder Verwaltungsbehörden verhängte Strafen können unter bestimmten Voraussetzungen steuerlich abzugsfähig sein. Nach § 69 Abs 1 UStG sind Kosten, die im Zusammenhang mit der Erfüllung einer Steuerpflicht entstehen, steuerlich abzugsfähig. Dies kann auch den Fall umfassen, wenn eine Strafe im Zusammenhang mit einer Steuerübertretung verhängt wurde.

Allerdings ist dies nicht automatisch der Fall. Die Abzugsfähigkeit hängt von der Art der Strafe und dem konkreten Sachverhalt ab.  Es ist zu prüfen, ob die Strafe tatsächlich im Zusammenhang mit der Steuerpflicht steht und ob sie als Kosten im Sinne des UStG anzusehen sind.  Die genauen Voraussetzungen und Ausnahmen sind im UStG und der zugehörigen Rechtsprechung geregelt (§ 69 Abs 2 UStG).

Es empfiehlt sich, die Frage im Einzelfall mit einem Steuerberater zu besprechen, um die steuerliche Behandlung korrekt zu bestimmen.",0,0.13157894736842105,0.00434256590278379,0.12048192771084339,0.024390243902439025,0.07228915662650602,898,131,0.6144849061965942,0.6963736414909363,0.6528715491294861,Overly verbose answer,Model 1 - Inference
CORP-TAX-060,Wie werden Aufsichtsratsvergütungen steuerlich behandelt?,Die Hälfte der Vergütungen jeder Art an Aufsichtsrats- und Verwaltungsratsmitglieder ist nicht abzugsfähig (§ 12 Abs. 1 Z 7 KStG). Im monistischen System gilt für nicht ausschließlich geschäftsleitende Verwaltungsräte eine Einschränkung von einem Viertel.,MODEL-1,"Aufsichtsratsvergütungen werden im österreichischen Steuerrecht grundsätzlich als Betriebsausgaben behandelt, jedoch unterliegen sie besonderen Anforderungen. Nach § 6 Abs 1 EStG sind Aufsichtsratsvergütungen steuerlich nur dann absetzbar, wenn sie durch eine konkrete, nachweisbare Tätigkeit der Aufsichtsratstätigkeit begünstigt sind. 

Die Vergütung muss also einer bestimmten Aufgabe oder Leistung entsprechen.  Die Höhe der absetzbaren Vergütung ist durch die Richtlinien des Finanzministeriums (z.B. Richtlinie 2017/517) begrenzt und hängt von der Größe und Bedeutung des Unternehmens sowie der Aufgaben des Aufsichtsrats ab.  Es ist wichtig, diese Vorgaben genau zu beachten und die entsprechenden Nachweise (z.B. Protokolle, Tätigkeitsberichte) vorzulegen.",0,0.18461538461538463,0.006228649622607322,0.1891891891891892,0.027397260273972605,0.0945945945945946,764,96,0.6468476057052612,0.7003690004348755,0.6725451946258545,Overly verbose answer,Model 1 - Inference
TAX-INTL-001,"Eine in Deutschland ansässige Angestellte mietet ab April eine nicht bewohnbare (unmöblierte) Wohnung in Wien, behält jedoch ihre deutsche Wohnung und ihren deutschen Wohnsitz. Begründet die Wiener Wohnung in Österreich grundsätzlich eine unbeschränkte Steuerpflicht?","Nein. Eine unbeschränkte Steuerpflicht ergibt sich nach § 1 Abs. 2 EStG und EStR 2000 Rz 1 erst durch einen Wohnsitz oder einen gewöhnlichen Aufenthalt in Österreich. Das Mieten einer nicht bewohnbaren (unmöbelierten) österreichischen Wohnung begründet, während die Angestellte weiter in Deutschland ansässig ist, noch keine unbeschränkte österreichische Steuerpflicht, da die Wohnung der Frage nach nicht sofort beziehbar ist. Jedoch ist hier immer im Einzelfall zu prüfen.",MODEL-1,"Die Frage, ob die in Deutschland ansässige Angestellte in Wien eine unbeschränkte Steuerpflicht begründet, hängt von der Anwendung des österreichischen Steuerrechts, insbesondere des austri.-internen Doppelbesteuerungsabkommens (DBA) ab. Grundsätzlich ist in Österreich eine Steuerpflicht zu prüfen, wenn eine natürliche Person im Inland eine Wohnung zur selbstständigen Nutzung hat (vgl. § 6 Abs 1 Einkommensteuergesetz).

Da die Angestellte ihre deutsche Wohnung und ihren deutschen Wohnsitz beibehält, ist zu prüfen, ob die Wiener Wohnung lediglich als Arbeitsstätte genutzt wird.  Wenn dies der Fall ist, kann die österreichische Steuerpflicht auf die Einkünfte aus der Arbeit beschränkt sein.  Die genaue Beurteilung der Nutzung der Wohnung ist jedoch im DBA zu beachten, um eine Doppelbelastung zu vermeiden.  Die Anwendung des DBA und die konkrete Prüfung der Umstände sind entscheidend für die endgültige Beurteilung (vgl. DBA Österreich).

Es ist zu beachten, dass die Wohnung nicht bewohnt sein muss, um eine Steuerpflicht auszulösen.  Die konkrete Prüfung der Nutzung und der Wohnsitzbesteuerung ist erforderlich.",0,0.28699551569506726,0.015394669954934468,0.28225806451612906,0.11382113821138211,0.1532258064516129,1124,156,0.6949502229690552,0.7446069717407227,0.7189221382141113,Overly verbose answer,Model 1 - Inference
TAX-INTL-002,"Ein in Italien wohnender Investor hat in Österreich weder Wohnsitz noch gewöhnlichen Aufenthalt, erzielt aber Mieteinkünfte aus einer Wohnung in Salzburg. Ist er in Österreich nur beschränkt steuerpflichtig?","Ja. Fehlen Wohnsitz und gewöhnlicher Aufenthalt im Inland, kommt nur eine beschränkte Steuerpflicht nach § 1 Abs. 3 EStG 1988 in Betracht. Nach § 98 Abs. 1 Z 6 EStG 1988 sind die Mieteinkünfte in Österreich zu versteuern, da sich die Wohnung im österreichischen Inland, genauer Salzburg, befindet.",MODEL-1,"Ein in Italien wohnender Investor, der in Österreich Mieteinnahmen aus einer Wohnung erzielt, ist grundsätzlich nur beschränkt steuerpflichtig, sofern er in Österreich weder Wohnsitz noch gewöhnlichen Aufenthalt hat. Dies ergibt sich aus § 38 Abs 1 Einkommensteuergesetz (EStG).

Die Beschränkte Steuerpflicht setzt voraus, dass der ausländische Investor bestimmte Voraussetzungen erfüllt, insbesondere dass er in Österreich keine Wohnung, keinen Arbeitsplatz und keine gewöhnliche Tätigkeit ausübt (§ 38 Abs 2 EStG).  Die Mieteinnahmen unterliegen dann der österreichischen Steuer, jedoch nur bis zu einem bestimmten Steuersatz (in der Regel 35 %).

Es ist jedoch wichtig zu beachten, dass die Gewöhnlichen-Aufenthaltstests gemäß § 3 Abs 1 Einkommensteuergesetz (EStG) auch bei der Beurteilung der Beschränkten Steuerpflicht berücksichtigt werden müssen.  Die zuständige Finanzamt wird die konkrete Situation des Investors prüfen, um festzustellen, ob er tatsächlich in Österreich gewöhnlich lebt.

Für weitere Details und eine abschließende Beurteilung der steuerlichen Situation ist eine individuelle Prüfung erforderlich.  Die Anwendung der Vorschriften kann im Einzelfall komplex sein und hängt von den spezifischen Umständen des Investors ab.",0,0.24413145539906098,0.005747990581908292,0.22222222222222224,0.034482758620689655,0.14529914529914528,1248,165,0.6650291085243225,0.7319008708000183,0.6968643665313721,Overly verbose answer,Model 1 - Inference
TAX-INTL-003,Ein französischer Consultant hält sich ohne feste Wohnung sieben Monate durchgehend in Österreich auf. Entsteht dadurch eine unbeschränkte Steuerpflicht?,"Ja. Laut § 1 Abs. 2 EStG kann auch ohne Wohnsitz kann ein gewöhnlicher Aufenthalt vorliegen. Dauert der Aufenthalt im Inland länger als sechs Monate, tritt die unbeschränkte Steuerpflicht rückwirkend nach EStR 2000 Rz 23 ein.",MODEL-1,"Die Frage, ob sich der französische Consultant durch sieben Monate durchgehend in Österreich aufhält und dadurch eine unbeschränkte Steuerpflicht entsteht, ist komplex und hängt von verschiedenen Faktoren ab. Grundsätzlich gilt, dass sich eine Steuerpflicht im Österreichischen Steuerrecht durch das bloße Aufsuchen eines Landes nicht automatisch ergibt (§ 3 Abs 1 Einkommensteuergesetz – iStG).

Allerdings kann eine unbeschränkte Steuerpflicht nach § 3 Abs 1 iStG entstehen, wenn der Aufenthalt in Österreich eine dauerhafte oder gewöhnliche Wohnsitznahme impliziert. Dies ist der Fall, wenn der Consultant in Österreich eine Wohnung oder ein Haus hat oder sich hier so aufhält, dass er die Wohnung in Österreich als seinen gewöhnlichen Aufenthalt betrachtet (§ 3 Abs 1 iStG).

Ob dies bei einem siebenmonatigen Aufenthalt ohne feste Wohnung ausreichend ist, muss im Einzelfall geprüft werden. Es kommt auf die konkreten Umstände an, insbesondere auf die Art und Dauer des Aufenthalts, die Nutzung von Einrichtungen (z.B. Nutzung von Hotels oder Ferienwohnungen) und die tatsächliche Lebensführung.

Die Finanzamt wird im Rahmen der Steuerprüfung prüfen, ob der Consultant tatsächlich seinen gewöhnlichen Aufenthalt in Österreich hat.  Es ist ratsam, sich hierzu von einem Steuerberater oder Rechtsanwalt beraten zu lassen, um die individuelle Situation zu beurteilen.",0,0.13913043478260867,0.00390718599755857,0.13709677419354838,0.024390243902439022,0.06451612903225805,1370,194,0.6360152363777161,0.7229387164115906,0.6766970157623291,Overly verbose answer,Model 1 - Inference
TAX-INTL-004,Eine in der Schweiz lebende Managerin nutzt ihre Wiener Zweitwohnung nur 50 Tage pro Jahr und hält sich darüber hinaus nicht länger im Inland auf. Führt die Zweitwohnung allein zur unbeschränkten Steuerpflicht?,"Nein. Nach der Zweitwohnsitzverordnung, referenziert in EStR 2000 Rz 26a, führt eine inländische Wohnung nicht zur unbeschränkten Steuerpflicht, wenn sie nur untergeordnet genutzt wird, also nicht mehr als 70 Tage pro Jahr. Dauert der tatsächliche Inlandsaufenthalt allerdings länger als sechs Monate, kann dennoch ein gewöhnlicher Aufenthalt und damit eine unbeschränkte Steuerpflicht entstehen.",MODEL-1,"Die bloße Nutzung einer in Wien gelegenen Zweitwohnung, die von einer in der Schweiz lebenden Managerin genutzt wird, führt grundsätzlich nicht automatisch zur unbeschränkten Steuerpflicht in Österreich. Die Frage, ob eine Steuerpflicht entsteht, hängt von den Voraussetzungen des österreichischen Steuerrechts ab, insbesondere von § 20 Einkommensteuergesetz (EStG).

Nach § 20 Abs. 1 EStG sind in Österreich unbeschränkt Steuerpflichtige Personen, die ihren Wohnsitz oder gewöhnlichen Aufenthalt in Österreich haben.  Ein Wohnsitz grundsätzlich bedeutet, dass sich eine Person an einem Ort regelmäßig aufhält und dort ihre persönlichen und wirtschaftlichen Interessen verfolgt.  

Obwohl die Nutzung einer Zweitwohnung ein Indiz für einen Wohnsitz sein kann, ist dies nicht automatisch ausschlaggebend.  Die Tatsache, dass die Managerin lediglich 50 Tage pro Jahr in Wien verweilt und sich darüber hinaus nicht länger im Inland aufhält, deutet nicht auf einen gewöhnlichen Aufenthalt hin.  Es ist zu prüfen, ob die Schweizer Managerin in Österreich tatsächlich ihre persönlichen und wirtschaftlichen Interessen verfolgt (z.B. durch Geschäftsaktivitäten oder andere dauerhafte Anlässe).  

Die Frage, ob ein Wohnsitz vorliegt, wird im Einzelfall unter Berücksichtigung aller Umstände zu beurteilen sein.  Eine Entscheidung kann nur nach einer umfassenden Prüfung der persönlichen und wirtschaftlichen Verhältnisse der Managerin getroffen werden.  Es ist ratsam, sich hierzu von einem Steuerberater oder Rechtsanwalt beraten zu lassen.",0,0.18604651162790697,0.010823456816570837,0.2068965517241379,0.05555555555555555,0.12413793103448277,1534,206,0.6314109563827515,0.7213637828826904,0.673396646976471,Overly verbose answer,Model 1 - Inference
TAX-INTL-005,Ein in den USA tätiger Österreicher lässt die Familienwohnung in Wien unverändert bestehen; seine Ehefrau und das minderjährige Kind leben weiterhin dort. Behält er dadurch grundsätzlich einen inländischen Wohnsitz?,"Ja, so laut EStR 2000 Rz 22. Bei aufrechter Ehe bleibt der Wohnsitz der Familie im Inland regelmäßig bestehen. Nutzt der Steuerpflichtige die österreichische Familienwohnung bei Aufenthalten weiterhin, spricht dies für einen inländischen Wohnsitz und damit für unbeschränkte Steuerpflicht.",MODEL-1,"Ob ein in den USA tätiger Österreicher grundsätzlich einen inländischen Wohnsitz im Sinne des österreichischen Steuerrechts behält, ist eine komplexe Frage, die von den konkreten Umständen abhängt. Nach altem Steuerrecht (gemäß § 20 Abs 1 EStG) ist der Wohnsitzort derjenige, der die Wohnung hat, in der er überwiegend lebt (vgl. dazu RStzA Art 10).

Obwohl die Familienwohnung in Wien unverändert bleibt und die Ehefrau mit Kind dort lebt, ist die vorübergehende Aufenthaltsdauer in den USA entscheidend.  Wenn die Aufenthaltsdauer in den USA überwiegend ist, kann dies dazu führen, dass der Wohnsitzort in den USA liegt.  Dies ist jedoch nicht automatisch der Fall, sondern muss im Einzelfall geprüft werden.

Es ist wichtig zu beachten, dass die vorübergehende Nutzung der Wohnung in Wien weiterhin eine Verbindung zum Inland begründet.  Die Frage, ob tatsächlich ein Wohnsitz in Österreich besteht, muss unter Berücksichtigung aller Umstände des Einzelfalls entschieden werden.  Es empfiehlt sich, die genaue Aufenthaltsdauer und die Art der Tätigkeit in den USA zu dokumentieren und eine Steuerberatung einzuholen, um die Rechtslage zu klären.",0,0.14354066985645933,0.00781070020842435,0.14782608695652175,0.026315789473684213,0.0782608695652174,1148,170,0.6490670442581177,0.7287717461585999,0.6866139769554138,Overly verbose answer,Model 1 - Inference
TAX-INTL-006,"Eine Person besitzt in Österreich nur eine leerstehende, unmöblierte Wohnung, die tatsächlich nicht bewohnbar gehalten wird. Begründet diese leerstehende Wohnung einen Wohnsitz?","Nein. Laut EStR 2000 Rz 21 begründet eine Wohnung nur dann einen Wohnsitz, wenn sie für den eigenen Wohnbedarf tatsächlich genutzt werden kann. Eine leer stehende, unmöblierte Wohnung erfüllt diese Voraussetzungen nicht.",MODEL-1,"Ob eine leerstehende, unmöblierte Wohnung einen Wohnsitz begründet, hängt von den konkreten Umständen des Einzelfalls ab und wird im österreichischen Steuerrecht anhand der *tatsächlichen Wohnsittschaft* beurteilt. Nach § 6 Abs 1 EStG ist Wohnsitz der Ort, an dem sich eine Person tatsächlich aufhält. 

Ein Wohnsitz liegt vor, wenn eine Wohnung als Ort der Wohnung des Steuerpflichtigen im Sinne von § 2 Abs 1 EStG anzusehen ist.  Dies ist nicht automatisch der Fall, nur weil eine Wohnung vorhanden ist.  Die bloße Besitzung einer Wohnung begründet keinen Wohnsitz, wenn diese nicht tatsächlich bewohnt wird.  Die Nichtbewohntheit muss jedoch im Kontext der gesamten Lebenssituation beurteilt werden.  Die Finanzverwaltung prüft, ob die Wohnung tatsächlich nicht bewohnbar gehalten wird und ob die Person die Wohnung tatsächlich nicht als ihren Wohnsitz nutzt (z.B. durch Aufenthaltsdauer, persönliche Gegenstände, etc.).  Eine detaillierte Dokumentation der Nichtbewohntheit ist daher ratsam.",0,0.17341040462427745,0.006309247348140775,0.18848167539267013,0.07407407407407407,0.1256544502617801,995,141,0.6678559184074402,0.7528191208839417,0.7077969312667847,Overly verbose answer,Model 1 - Inference
TAX-INTL-007,Ein digitaler Nomade lebt während seiner Österreich-Aufenthalte ausschließlich in einem mobilen Wohnwagen. Kann dadurch ein inländischer Wohnsitz begründet werden?,Nein. Nicht ortsfeste Unterkünfte wie mobile Camping- oder Wohnwagen stellen laut EStR 2000 Rz 21 keinen Wohnsitz dar.,MODEL-1,"Die Frage, ob ein digitaler Nomade, der während Österreich-Aufenthalten ausschließlich in einem mobilen Wohnwagen lebt, einen inländischen Wohnsitz begründet, ist komplex und hängt von den konkreten Umständen ab. Grundsätzlich ist der Wohnsitzort demjenigen zu imputieren, wo sich der Wohnsitzner tatsächlich befindet (Art. 10 Abs. 1 Z 1 WohnG).

Ein bloßes vorübergeitses Aufenthaltsrecht in Österreich begründet keinen Wohnsitz. Entscheidend ist, ob der digitale Nomade die Absicht hat, in Österreich zu leben und sich hier eine Lebensstätte anzulegen (§ 2 WohnG).  Die bloße Nutzung eines Wohnwagens allein ist hierfür nicht ausreichend.

Es ist zu prüfen, ob der Nomade weitere Anhaltspunkte hat, die auf eine dauerhafte Ansiedlung in Österreich hindeuten, wie z.B. Bankkonten, Versicherungen, Mitgliedschaften in Vereinen oder eine regelmäßige Einkommensquelle in Österreich (§ 1 WohnG).  Die Finanzamt wird die Gesamtheit der Umstände im Einzelfall prüfen.

Hinweis: Die genaue Beurteilung ist immer vom Einzelfall abhängig und kann von Fall zu Fall unterschiedlich sein.  Es empfiehlt sich, die zuständige Finanzbehörde zu konsultieren, um eine verbindliche Auskunft zu erhalten.",0,0.06557377049180327,0.0030271239894024125,0.05882352941176471,0.009900990099009901,0.029411764705882356,1186,165,0.5626174211502075,0.6672912836074829,0.6105000972747803,Overly verbose answer,Model 1 - Inference
TAX-INTL-008,"Eine in den Niederlanden studierende Österreicherin wohnt dort unter der Woche im Studentenheim, kann aber im Elternhaus in Graz jederzeit ein Zimmer nutzen. Die Studentin ist wirtschaftlich von den Eltern abhängig. Behält sie grundsätzlich einen inländischen Wohnsitz?",Ja. Am Studienort wohnhafte Studenten mit wirtschaftlicher Abhängigkeit von den Eltern behalten nach EStR 2000 Rz 22 bei fortdauernder Wohnmöglichkeit bei den Eltern den Wohnsitz der Eltern als abgeleiteten Wohnsitz.,MODEL-1,"Die Frage, ob die in den Niederlanden studierende Österreicherin einen inländischen Wohnsitz im Sinne des österreichischen Steuerrechts beibehält, ist komplex und bedarf einer differenzierten Betrachtung.

Grundsätzlich ist der Wohnsitzort nach § 6 Abs. 1 Einkommensteuergesetz (EStG) der Ort, in dem sich eine Person vorübergehend aufhält und der ihren gewöhnlichen Aufenthalt bestimmt.  Ein vorübergehender Aufenthalt im Sinne des § 6 Abs. 1 EStG ist jedoch nicht automatisch gegeben, selbst wenn ein Elternhaus zur Verfügung steht.

Die Tatsache, dass die Studentin unter der Woche in einem Studentenwohnheim wohnt und das Elternhaus jederzeit nutzen kann, deutet auf einen vorübergehenden Aufenthalt im Ausland hin.  Die wirtschaftliche Abhängigkeit von den Eltern spielt zwar eine Rolle, ist aber für die Frage des Wohnsitzes nicht entscheidend.

Es ist zu prüfen, ob die Studentin tatsächlich und regelmäßig die Niederlande als ihren Wohnsitz betrachtet und ob sie sich dort tatsächlich als wohnhaft betrachtet wird.  Eine umfassende Prüfung der Umstände des Einzelfalls ist erforderlich.  Die zuständige Finanzamt wird die Sachlage im Einzelfall prüfen und gegebenenfalls weitere Informationen anfordern.

Hinweis: Die genaue Beurteilung des Wohnsitzes ist eine Frage der Gesamtsituation und kann von Fall zu Fall unterschiedlich sein.",0,0.09216589861751151,0.015003817987643723,0.09322033898305083,0.03418803418803419,0.05932203389830509,1342,187,0.5821455717086792,0.6933823227882385,0.6329135298728943,Overly verbose answer,Model 1 - Inference
TAX-INTL-009,Ein in der Slowakei wohnender Arbeitnehmer pendelt täglich zu seinem Arbeitsplatz in Österreich und kehrt jeden Abend an seinen ausländischen Wohnsitz zurück. Begründet er dadurch einen gewöhnlichen Aufenthalt in Österreich?,"Nein. Wer täglich zu seinem Wohnsitz im Ausland zurückkehrt, hat nach den Richtlinien keinen inländischen Aufenthalt laut ESTR 2000 Rz 24. Ohne Wohnsitz oder gewöhnlichen Aufenthalt kommt daher nur beschränkte Steuerpflicht in Betracht, soweit Inlandseinkünfte vorliegen.",MODEL-1,"Ob der in der Slowakei wohnende Arbeitnehmer einen gewöhnlichen Aufenthalt in Österreich begründet, ist eine komplexe Frage, die im österreichischen Steuerrecht unter besonderer Beachtung der EU-Rechtslage zu beurteilen ist.  

Grundsätzlich wird bei der Gewöhnlichen-Aufenthaltstestung das *tatsächliche* Aufenthaltsverhalten des Steuerpflichtigen im Vordergrund stehen (§ 3 Abs 1 GewStG).  Ein gewöhnlicher Aufenthalt liegt vor, wenn sich der Steuerpflichtige in einem Staate (hier Österreich) *mehr* aufhält als in seinem Herkunftsstaat (Slowakei).

Die tägliche Pendelung zwischen Slowakei und Österreich ist ein relevanter Faktor.  Allerdings ist die reine Pendelstrecke allein nicht entscheidend. Entscheidend ist, wo sich der Arbeitnehmer *tatsächlich* aufhält und wo er seine wirtschaftlichen Interessen entfalten lässt (z.B. wo er seine Arbeit ausübt) (siehe z.B. VwGH Wien, 26.03.2018, ZsGer 2018/133/2318).

Es ist daher erforderlich, die konkreten Umstände des Einzelfalls zu prüfen, insbesondere die Dauer und Häufigkeit der Aufenthalte, die Art und Dauer der Tätigkeit sowie die wirtschaftliche Tätigkeit des Arbeitnehmers.  Die Frage, ob der Arbeitnehmer tatsächlich in Österreich gewöhnlich lebt, muss im Rahmen einer Gesamtabwägung beantwortet werden.

**Hinweis:** Die genaue Beurteilung hängt von der individuellen Situation des Arbeitnehmers ab und kann von einem Steuerberater oder Gericht entschieden werden.",0,0.07964601769911506,0.0029057410722459712,0.08661417322834646,0.015873015873015876,0.04724409448818898,1430,190,0.6137939095497131,0.6913491487503052,0.6502672433853149,Overly verbose answer,Model 1 - Inference
