id,answer,prompt,correct_answer,bert_p,bert_r,bert_f1,avg_f1_score
CORP-TAX-011,"Ja, solange die Voraussetzungen erfüllt sind, sind Abschreibungen auf den niedrigeren Teilwert abzugsfähig (§ 10 Abs. 3 EStG).",Sind Abschreibungen auf den niedrigeren Teilwert einer Beteiligung an einem Gruppenmitglied abzugsfähig?,Nein. Abschreibungen auf den niedrigeren Teilwert sowie Veräußerungsverluste hinsichtlich Beteiligungen an Gruppenmitgliedern sind gemäß § 9 Abs. 7 KStG nicht abzugsfähig.,0.5115724802017212,0.5005537867546082,0.5067787170410156,0.28553080558776855
CORP-TAX-012,"Eine Dividende kann steuerfrei sein, wenn die Voraussetzungen des § 10 KStG erfüllt sind (§ 10 Abs. 1 KStG).","Wie wird eine Dividende einer ausländischen EU-Tochtergesellschaft steuerlich behandelt, wenn die Beteiligung 15 % beträgt und seit 2 Jahren gehalten wird?","Die Beteiligung erfüllt die Voraussetzungen einer internationalen Schachtelbeteiligung (≥ 10 %, ≥ 1 Jahr – § 10 Abs. 2 KStG). Die Dividende ist nach § 10 Abs. 1 Z 7 KStG steuerfrei. Alternativ käme § 10 Abs. 1 Z 5 KStG (EU-Mutter-Tochter-Richtlinie) in Betracht. Nicht befreit wäre sie, wenn sie bei der Tochter abzugsfähig ist (§ 10 Abs. 4 KStG).",0.5554285645484924,0.2787100374698639,0.40843939781188965,0.28553080558776855
CORP-TAX-013,§ 10 KStG kann auf Gruppen mit Sitz im EU/AEVR-Raum oder mit Beteiligung ausländischer Gruppen anwendbar sein (§ 10 Abs. 2 KStG). § 12 Abs. 1 Z 10 KStG kann auf Gruppen mit Sitz im EU/AEVR-Raum anwendbar sein (§ 12 Abs. 2 KStG).,Warum können § 10 KStG (Beteiligungsbefreiung) und § 12 Abs. 1 Z 10 KStG (Abzugsverbot für Lizenzgebühren) gleichzeitig auf denselben Konzern anwendbar sein?,"§ 10 KStG befreit eingehende Beteiligungserträge. § 12 Abs. 1 Z 10 KStG verhindert, dass ausgehende Zahlungen an niedrigbesteuerte Konzerngesellschaften abgezogen werden. Beide können denselben Konzern treffen: Die Mutter empfängt steuerfreie Dividenden (§ 10) und leistet Zahlungen an eine Schwester im Niedrigsteuerland (§ 12 Abs. 1 Z 10).",0.31319984793663025,0.17931494116783142,0.24494075775146484,0.28553080558776855
CORP-TAX-014,Für eine internationale Schachtelbeteiligung müssen mindestens 10 % des Grundkapitals an einem ausländischen Unternehmen gehalten werden (§ 10 Abs. 2 KStG).,Welche Voraussetzungen müssen für eine internationale Schachtelbeteiligung erfüllt sein?,"Der Steuerpflichtige muss unter § 7 Abs. 3 KStG fallen oder eine sonstige unbeschränkt steuerpflichtige ausländische Körperschaft sein, die mit einem inländischen unter §7 Abs. 3KStG fallenden Steuerpflichtigen vergleichbar sein und mindestens 1 Jahr ununterbrochen zu mindestens 10 % an einer ausländischen Kapitalgesellschaft beteiligt sein (§ 10 Abs. 2 KStG).",0.46635282039642334,0.27428165078163147,0.36656424403190613,0.28553080558776855
CORP-TAX-015,Veräußerungsgewinne aus internationalen Schachtelbeteiligungen zählen grundsätzlich nicht zum steuerpflichtigen Einkommen (§ 10 Abs. 2 KStG).,Wie werden Veräußerungsgewinne aus internationalen Schachtelbeteiligungen grundsätzlich behandelt?,"Sie bleiben bei der Einkommensermittlung außer Ansatz (steuerneutral), es sei denn, der Steuerpflichtige hat die Option zur Steuerwirksamkeit erklärt (§ 10 Abs. 3 KStG).",0.42627039551734924,0.37202441692352295,0.39966604113578796,0.28553080558776855
CORP-TAX-016,"Nein, da die Beteiligung nicht unternehmerisch genutzt wird, ist der Zinsausgaben keine betriebliche Einnahme (§ 18 Abs. 1 Z 2 EStG).",Sind Fremdfinanzierungszinsen für den Erwerb einer steuerbefreiten Beteiligung als Betriebsausgabe abzugsfähig?,"Grundsätzlich ja (§ 11 Abs. 1 Z 4 KStG) wenn die Beteiligung im Betriebsvermögen gehalten wird – auch wenn die Erträge nach § 10 KStG steuerfrei sind. Ausnahme: Wurde die Beteiligung von einem konzernzugehörigen Unternehmen erworben, greift das Abzugsverbot des § 12 Abs. 1 Z 9 KStG und die Fremdfinanzierungszinsen dürfen nicht als Betriebsausgabe abgezogen werden.",0.41907408833503723,0.2700830399990082,0.34269019961357117,0.28553080558776855
CORP-TAX-017,"§ 11 KStG regelt den allgemeinen Betriebsausgabenabzug, während § 12 KStG bestimmte Sonderausgaben wie Versicherungsprämien betrachtet (§ 11 KStG gegenüber § 12 KStG: allgemeiner gegenüber speziellem Regelungsinhalt, § 11 KStG: allgemeiner, § 12 KStG: spezieller, § 11 KStG: allgemeine Voraussetzungen, § 12 KStG: besondere Voraussetzungen, § 11 KStG: allgemeine Begünstigung, § 12 KStG: besondere",Was ist der Unterschied zwischen § 11 KStG und § 12 KStG in Bezug auf den Betriebsausgabenabzug?,"§ 11 KStG erweitert den Betriebsausgabenbegriff um körperschaftsspezifische Aufwendungen. § 12 KStG schränkt ihn ein und nennt Aufwendungen, die trotz betrieblicher Veranlassung nicht abzugsfähig sind.",0.2166123390197754,0.2145485281944275,0.21674005687236786,0.28553080558776855
CORP-TAX-018,Freiwillige Spenden an begünstigte Organisationen sind grundsätzlich als Sonderausgaben abzugsfähig (§ 18 Abs. 1 Z 7 EStG).,Sind freiwillige Spenden zu gemeinnützigen Zwecken grundsätzlich abzugsfähig?,"Nein, grundsätzlich nicht (§ 12 Abs. 1 Z 5 KStG). Eine Ausnahme stellen Spenden an begünstigte Empfänger nach § 4a EStG oder Ausgaben nach § 8 Abs. 4 Z 1 KStG dar.",0.4444371163845062,0.4838212728500366,0.46473604440689087,0.28553080558776855
CORP-TAX-019,"### (a) EU-Geldbußen zählen nicht zu den Sonderausgaben, da sie nicht aufgebracht werden (§ 18 Abs. 1 Z 1 EStG). ### (b) Spenden an begünstigte Empfänger sind bis zu einem gesetzlich festgelegten Höchstbetrag abzugsfähig (§ 18 Abs. 1 Z 3 EStG). ### (c) Aufsichtsratsvergütungen sind nur unter bestimmten Voraussetzungen als Sonderausgaben abzugsfähig (§ 18 Abs. 2 EStG). ### (d) Lizenzgebühren an konzern","Welche Aufwendungen sind bei einer GmbH steuerlich nicht oder nur teilweise abzugsfähig: (a) EU-Geldbuße, (b) Spende an begünstigten Empfänger, (c) Aufsichtsratsvergütung, (d) Lizenzgebühr an konzernzugehörige Gesellschaft mit 8 % Steuerbelastung?","(a) Nicht abzugsfähig (§ 12 Abs. 1 Z 4 KStG). (b) Abzugsfähig nach § 4a EStG – Ausnahme in § 12 Abs. 1 Z 5 KStG greift. (c) Nur zur Hälfte abzugsfähig (§ 12 Abs. 1 Z 7 KStG). (d) Nicht abzugsfähig, da konzernzugehöriger Empfänger und Steuerbelastung < 15 % (§ 12 Abs. 1 Z 10 KStG).",0.1709194779396057,0.36385539174079895,0.26350390911102295,0.28553080558776855
CORP-TAX-020,"Lizenzgebühren sind nicht abzugsfähig, wenn die Nutzung dem steuerpflichtigen Unternehmen vorsteuerbarer Leistungen dient (§ 12 Abs. 2 KStG).",Wann sind Lizenzgebühren an eine konzernzugehörige Gesellschaft nicht abzugsfähig?,Wenn der Empfänger konzernzugehörig ist und die Lizenzgebühren beim Empfänger keiner oder weniger als 10 % Besteuerung unterliegen (§ 12 Abs. 1 Z 10 KStG).,0.39105474948883057,0.3688582479953766,0.38081035017967224,0.28553080558776855
CORP-TAX-021,Der Gewinn ergibt sich nach den Vorschriften des § 7 EStG (§ 7 Abs. 1 KStG).,Nach welcher Methode ist der Gewinn bei rechnungslegungspflichtigen Körperschaften zu ermitteln?,Nach § 5 Abs. 1 EStG 1988 (Betriebsvermögensvergleich). § 6 Z 2 lit. c und d EStG ist dabei nicht anzuwenden (§ 7 Abs. 3 KStG).,0.5208746790885925,0.38761961460113525,0.45288997888565063,0.28553080558776855
CORP-TAX-022,"Die Prüfung umfasst insbesondere die Beteiligungshöhe, die Gruppenzugehörigkeit und die Steuerpflicht des Körpers (§ 7 KStG).","Welche Aspekte der §§ 7–12 KStG sind zu prüfen, wenn eine GmbH 60 % einer anderen GmbH von einem konzernfremden Dritten erwirbt und eine Gruppe bilden möchte?","§ 7 Abs. 3 KStG: Einkommensermittlung beider Körperschaften als Gewerbebetrieb (Gewerblichkeitsfiktion). § 9 Abs. 2–5 KStG: Gruppenvoraussetzungen (mittelbare oder unmittelbare Beteiligung > 50 %; unbeschränkt steuerpflichtige Kapitalgesellschaften oder vergleichbare nicht unbeschränkt steuerpflichtige Kapitalgesellschaften, die in einem Mitgliedstaat der Europäischen Union ode in einem Staat, mit dem umfassende Amtshilfe besteht, ansässig sind und ausschließlich mit unbeschränkt steuerpflichtigen Gruppenmitgliedern oder mit dem Gruppenträger finanziell verbunden sind; die finanzielle Verbindung muss während des gesamten Wirtschaftsjahres des jeweiligen Gruppenmitglieds vorliegen). § 9 Abs. 6 Z 4 KStG: Vorgruppenverluste nur gegen eigenen Gewinn. § 11 Abs. 1 Z 4 KStG: Zinsen abzugsfähig (konzernfremder Verkäufer → kein § 12 Abs. 1 Z 9). § 9 Abs. 7 KStG: Nach Beitritt keine Teilwertabschreibungen mehr.",0.25138312578201294,0.001089628553017974,0.11845161020755768,0.28553080558776855
CORP-TAX-023,Bei positiven Jahren ist die Körperschaftsteuerpflicht grundsätzlich gegeben (§ 7 KStG).,"Welche steuerlichen Schritte sind zu beachten, wenn eine GmbH nach einem Verlustjahr im Folgejahr wieder Gewinn erzielt?","Der Verlust ist als Sonderausgabe nach § 8 Abs. 4 Z 2 KStG abzugsfähig. Dieser sogenannte Verlustabzug steht im Ausmaß von 75 % des Gesamtbetrags der Einkünfte zu. Wenn im laufenden Jahr keine Gewinne erwirtschaftet werden und der Verlustabzug nich geltend gemacht werden kann, ist eine Weiterverrechnung im nächsten Jahr möglich. Einkommensermittlung nach § 7 Abs. 2/3 KStG. Zu prüfen: Mantelkauf (§ 8 Abs. 4 Z 2 lit. c) oder Gruppenbeziehung (§ 9 Abs. 6 Z 4 – Vorgruppenverluste) schränken die Verrechenbarkeit ein.",0.33492496609687805,0.06211719661951065,0.18935824930667877,0.28553080558776855
CORP-TAX-024,Der Gewinn ergibt sich regelmäßig jährlich nach dem Gesamtbetragverfahren (§ 10 EStG). Eine andere Beteiligung kann unter bestimmten Voraussetzungen zugelassen werden (§ 12 EStG).,Was ist der Gewinnermittlungszeitraum und kann davon abgewichen werden?,"Das Wirtschaftsjahr, das sich grundsätzlich mit dem Kalenderjahr deckt (§ 7 Abs. 4 KStG). Rechnungslegungspflichtige Körperschaften und buchführende Land- und Forstwirte dürfen ein abweichendes Wirtschaftsjahr führen (§ 7 Abs. 5 KStG).",0.40101921558380127,0.26173752546310425,0.32985228300094604,0.28553080558776855
CORP-TAX-025,Einlagen und Beiträge zählen zum Einbringungsvermögen und werden steuerlich berücksichtigt (§ 6 Abs. 3 KStG).,Wie werden Einlagen und Beiträge von Gesellschaftern bei der Einkommensermittlung behandelt?,"Sie bleiben außer Ansatz, soweit sie von Personen in ihrer Eigenschaft als Gesellschafter oder Mitglieder geleistet werden (§ 8 Abs. 1 KStG).",0.4140765070915222,0.39065468311309814,0.4031803011894226,0.28553080558776855
CORP-TAX-026,"Der Verlustabzug ist unbeschränkt, wenn die Einkünfte des Vorjahres positiv sind (§ 8 Abs. 4 Z 2 lit. b KStG).",Unter welchen Voraussetzungen ist der Verlustabzug gemäß § 8 Abs. 4 Z 2 lit. b KStG nicht auf 75 % begrenzt?,"Die 75 %-Grenze gilt nicht, wenn im Gesamtbetrag der Einkünfte Gewinne aus Sanierungen (§ 23a),in der Veranlagungszeit anfallen, die von einem Insolvenzverfahren betroffen sind, Veräußerungsgewinne von Betrieben oder Teilbetrieben, Liquidationsgewinne (§ 19) oder Nachversteuerungsbeträge nach § 9 Abs. 6 Z 7 KStG enthalten sind.",0.49240243434906006,0.2508908212184906,0.3651772737503052,0.28553080558776855
CORP-TAX-027,Eine finanzielle Verbindung liegt bei einer Beteiligung von mehr als 50 % der Stimmrechte und des Kapitals vor (§ 9 KStG).,Welche Mindestbeteiligungsquote ist für die finanzielle Verbindung im Sinne des § 9 KStG erforderlich?,"Unmittelbar mehr als 50 % des Grund-, Stamm- oder Genossenschaftskapitals und der Stimmrechte (§ 9 Abs. 4 KStG).",0.4911888837814331,0.5030348896980286,0.4978395402431488,0.28553080558776855
CORP-TAX-028,Die finanzielle Verbindung muss mindestens sechs Monate lang bestehen (§ 9 Abs. 4 KStG).,Wie lange muss die finanzielle Verbindung zu einem Gruppenmitglied bestehen?,Während des gesamten Wirtschaftsjahres des jeweiligen Gruppenmitgliedes (§ 9 Abs. 5 KStG).,0.49929553270339966,0.4989449977874756,0.4998611509799957,0.28553080558776855
CORP-TAX-029,"Ja, Vorgruppenverluste können mit dem Gruppengewinn verrechnet werden, sofern die Voraussetzungen erfüllt sind (§ 9 Abs. 6 KStG).","Können Vorgruppenverluste des Gruppenträgers, die aus Teilwertabschreibungen auf Beteiligungen an Körperschaften einer anderen Unternehmensgruppe stammen, mit dem Gruppengewinn verrechnet werden?",Nein. Gemäß § 9 Abs. 6 Z 4a KStG sind solche Vorgruppenverluste des Gruppenträgers von der Verrechnung ausgeschlossen.,0.3873153626918793,0.46173587441444397,0.4246971905231476,0.28553080558776855
CORP-TAX-030,Für die Gruppenzugehörigkeit muss eine ausreichende Beteiligung bestehen (§ 9 Abs. 4 KStG).,"Welche Konsequenz hat es, wenn eine österreichische Körperschaft in Österreich und in Deutschland unbeschränkt steuerpflichtig ist und als Gruppenträger fungieren möchte?","Sie kann nur Gruppenträger sein, wenn sie in Österreich mit einer Zweigniederlassung im Firmenbuch eingetragen ist und die Beteiligung an den Gruppenmitgliedern der Zweigniederlassung zuzurechnen ist (§ 9 Abs. 3 KStG).",0.5120816230773926,0.26342472434043884,0.38087981939315796,0.28553080558776855
CORP-TAX-031,"Vorgruppenverluste sind Verluste von Gruppenmitgliedern, die dem Gruppenträger zugerechnet werden (§ 9 Abs. 6 KStG). Sie werden dem Gruppenträger zugerechnet, sofern die Voraussetzungen erfüllt sind (§ 9 Abs. 5 KStG).",Was sind Vorgruppenverluste und wie werden sie innerhalb der Gruppe behandelt?,Verluste eines Gruppenmitglieds aus Zeiträumen vor dem Gruppenbeitritt. Sie können nur gegen den eigenen Gewinn des jeweiligen Mitglieds verrechnet werden – nicht gegen den Gruppengewinn (§ 9 Abs. 6 Z 4 KStG).,0.40056490898132324,0.3650912642478943,0.38358089327812195,0.28553080558776855
CORP-TAX-032,Bei einem ausländischen Gruppenmitglied kann die Verlustverrechnung nur bis zur Höhe des Einkommens erfolgen (§ 9 Abs. 6 KStG).,"Welche Unterschiede bestehen bei der Verlustverrechnung zwischen einem inländischen und einem ausländischen Gruppenmitglied hinsichtlich Höhe, Grenze und Nachversteuerung?","Inländisch (§ 9 Abs. 6 Z 1/2 KStG): Volles Ergebnis wird zugerechnet, ohne Betragsbegrenzung. Ausländisch (§ 9 Abs. 6 Z 6 KStG): Nur Verluste, nach österreichischem Recht, max. ausländischer Verlust, 75 %-Grenze auf österreichisches Gruppeneinkommen. Nachversteuerung nur bei ausländischen Mitgliedern bei Gewinn oder Ausscheiden (§ 9 Abs. 6 Z 7 KStG).",0.4096801280975342,0.2645634710788727,0.33538058400154114,0.28553080558776855
CORP-TAX-033,"Nein, die Einjahresfrist gilt nur für Neubeteiligungen (§ 10 Abs. 2 KStG).",Gilt die Einjahresfrist bei internationalen Schachtelbeteiligungen auch für Anteile aus Kapitalerhöhungen?,"Nein. Die Frist gilt nicht für Anteile, die durch eine Kapitalerhöhung erworben wurden, soweit sich das Beteiligungsausmaß dadurch nicht erhöht hat (§ 10 Abs. 2 letzter Satz KStG).",0.5969670414924622,0.3681833744049072,0.47705474495887756,0.28553080558776855
CORP-TAX-034,Die Bewertung richtet sich nach den Vorschriften des Bewertungsgesetzes und den internationalen Übereinkünften (§ 7 Abs. 2 KStG).,"Welche Normen sind einschlägig, wenn eine Körperschaft eine internationale Schachtelbeteiligung veräußert und gleichzeitig Vorjahresverluste bestehen?","§ 10 Abs. 3 KStG: Veräußerungsgewinn ist steuerneutral (sofern keine Steuerwirksamkeitsoption). Da er außer Ansatz bleibt, erhöht er den Gesamtbetrag der Einkünfte nicht. § 8 Abs. 4 Z 2 KStG: Verlustvorträge können nur gegen steuerpflichtige Einkünfte verrechnet werden – der steuerfreie Veräußerungsgewinn zählt nicht. Verluste können dadurch ungenutzt bleiben.",0.25617167353630066,0.09456668049097061,0.17290644347667694,0.28553080558776855
CORP-TAX-035,"Ja, eine Beteiligung von mindestens 8 % qualifiziert für die Begünstigung (§ 10 Abs. 2 KStG). Die Dividende ist unter bestimmten Voraussetzungen steuerfrei (§ 10 Abs. 1 KStG).",Hat eine Beteiligung von 8 % an einer deutschen GmbH Anspruch auf die internationale Schachtelbegünstigung? Ist die Dividende trotzdem steuerfrei?,"Nein – die Mindestquote von 10 % für die internationale Schachtelbeteiligung (§ 10 Abs. 2 KStG) ist nicht erfüllt. Die Dividende ist dennoch steuerfrei, da Deutschland ein EU-Mitgliedstaat ist und § 10 Abs. 1 Z 5 KStG (EU-Mutter-Tochter-Richtlinie) greift.",0.5728772282600403,0.38923925161361694,0.477771520614624,0.28553080558776855
CORP-TAX-036,"Die Option kann zur Steuerwirksamkeit führen, wenn die Voraussetzungen erfüllt sind (§ 13 Abs. 3 KStG).",Welche Auswirkung hat die Option zur Steuerwirksamkeit einer Schachtelbeteiligung beim konzerninternen Weiterverkauf im Rahmen einer Umgründung?,Die erwerbende konzernzugehörige Körperschaft ist gemäß § 10 Abs. 3 Z 4 KStG an die Option der übertragenden Körperschaft gebunden – auch wenn sie selbst eine andere Option für die Beteiligung an derselben ausländischen Körperschaft getroffen hat.,0.3376275897026062,0.2301880270242691,0.28343144059181213,0.28553080558776855
CORP-TAX-037,"Gewinnanteile sind steuerpflichtig, wenn die Schachtelbeteiligung mehr als 50 % beträgt und das ausländische Unternehmen unterliegt einer Körperschaftsteuerpflicht (§ 10 Abs. 2 KStG).",Wann sind Gewinnanteile aus ausländischen Schachtelbeteiligungen trotz § 10 KStG steuerpflichtig?,Wenn die Gewinnanteile bei der ausländischen Körperschaft abzugsfähig sind (hybride Instrumente) – in diesem Fall greift die Befreiung nach § 10 Abs. 4 KStG nicht und die Beteiligungserträge stellen steuerpflichtiges Einkommen dar.,0.4669122099876404,0.38710817694664,0.4270695149898529,0.28553080558776855
CORP-TAX-038,Körperschaftsspezifische Aufwendungen sind insbesondere Gebühren und Stempelgebühren (§ 11 KStG).,Welche körperschaftsspezifischen Aufwendungen gelten nach § 11 KStG als Betriebsausgaben?,"Aufwendungen im Zusammenhang mit Einlagen nach § 8 Abs. 1 KStG (Z 1), Zuführungen zu versicherungstechnischen Rückstellungen bei Versicherungsunternehmen (Z 3) sowie Zinsen für die Fremdfinanzierung des Erwerbs von Kapitalanteilen iSd § 10 (Z 4).",0.2582075595855713,0.17020903527736664,0.21429996192455292,0.28553080558776855
CORP-TAX-039,Bestimmte Steuern wie Körperschaftsteuer und Stempelgebühren sind nicht als Betriebsausgaben abzugsfähig (§ 12 KStG).,Welche Steuern sind nach § 12 KStG nicht als Betriebsausgaben abzugsfähig?,"Steuern vom Einkommen, sonstige Personensteuern, die bei unentgeltlicher Grundstücksübertragung anfallende Grunderwerbsteuer, Eintragungsgebühren und Nebenkosten sowie die USt auf nichtabzugsfähige Aufwendungen (§ 12 Abs. 1 Z 6 KStG).",0.4298745095729828,0.3052752614021301,0.3665340840816498,0.28553080558776855
CORP-TAX-040,"Die Zinsermittlung ist nur zulässig, wenn die Beteiligung nicht ausschließlich unternehmerisch genutzt wird (§ 10 Abs. 2 KStG).",Unter welchen Voraussetzungen sind Zinsen für konzerninterne Beteiligungsfinanzierungen nicht abzugsfähig?,Wenn die Beteiligung unmittelbar oder mittelbar von einem konzernzugehörigen Unternehmen oder einem beherrschenden Gesellschafter erworben wurde (§ 12 Abs. 1 Z 9 KStG).,0.49529069662094116,0.4289230704307556,0.4623661935329437,0.28553080558776855
CORP-TAX-041,Der Gewinn wird grundsätzlich im Jahr der Bilanzierung festgestellt (§ 7 Abs. 2 KStG).,In welchem Veranlagungsjahr wird der Gewinn eines abweichenden Wirtschaftsjahres erfasst?,"In dem Kalenderjahr, in dem das Wirtschaftsjahr endet (§ 7 Abs. 5 KStG).",0.532695472240448,0.5226574540138245,0.5283629298210144,0.28553080558776855
CORP-TAX-042,Das Einkommen ergibt sich aus dem Gesamtbetrag der Einkünfte nach Abzug von Sonderausgaben und Verlusten (§ 7 Abs. 2 KStG). Beteiligungserträge und Einnahmen aus bestimmten sonstigen Einkünften zählen nicht zum Einkommen (§ 7 Abs. 3 KStG).,Wie wird das Einkommen einer Körperschaft berechnet und welche Abzüge sind vorgesehen?,"Gesamtbetrag der Einkünfte nach Verlustausgleich, abzüglich Sonderausgaben (§ 8 Abs. 4) und Freibetrag für begünstigte Zwecke (§ 23 KStG). Maßgeblich sind die Einkunftsarten des § 2 Abs. 3 EStG (§ 7 Abs. 2 KStG).",0.5115450620651245,0.513740599155426,0.5133633613586426,0.28553080558776855
