task_id;row_key;prompt;answer;reference_answer;sources;correctness_score;groundedness_score;legal_reasoning_score;completeness_score;comprehension_score;hallucination_flag;grounding_citations;comments
11;347e0ce330aad049;Frau Hofer hat im August 2025 über eine ausländische Plattform 10.000 USDT (Tether, ein Stablecoin) zu je EUR 0,92 erworben. Im Februar 2026 tauscht sie 5.000 USDT direkt gegen 5.000 USDC (USD Coin) auf einer dezentralen Börse, als der Marktwert beider Stablecoins jeweils EUR 0,95 beträgt. Im Mai 2026 tauscht sie die restlichen 5.000 USDT gegen EUR auf einer österreichischen Börse zu EUR 0,97 pro USDT. Frau Hofer ist der Ansicht, dass Stablecoin-zu-Stablecoin-Tausche nicht steuerbar sind, da kein ‚echter' Kursgewinn vorliegt und beide Token denselben Basiswert (USD) abbilden. Ist diese Ansicht korrekt?;"vorliege. Sie macht geltend, ihr Wert sei in der Schweiz niedriger gewesen als dem von ihr verlangten Wert, weshalb das Steuerpflichtige nicht für den Wert des Tickers zu sorgen habe. Die Eidgenössische Steuerverwaltung (ESV) beantragt Abweisung der Beschwerde. Das Bundesgericht heisst die Beschwerde gut Erwägungen Aus den Erwägungen: 3. 3.1 Die Beschwerdeführerin rügt, die Vorinstanz habe ihre Rechtsauffassung zu Unrecht berichtigt. Sie habe sich mit der Frage auseinandergesetzt, ob es sich um einen ""Stabile""";Nein. Auch der Tausch eines Stablecoins gegen einen anderen Stablecoin stellt eine Veräußerung und Neuanschaffung gemäß § 27b Abs. 1 EStG dar. USDT und USDC sind rechtlich und technisch verschiedene Kryptowährungen, unabhängig davon, dass beide den US-Dollar abbilden. Die wirtschaftliche Ähnlichkeit begründet keine steuerliche Identität. Tausch USDT gegen USDC im Februar 2026: Veräußerungserlös 5.000 × EUR 0,95 = EUR 4.750, Anschaffungskosten 5.000 × EUR 0,92 = EUR 4.600, steuerpflichtiger Gewinn EUR 150. Tausch USDT gegen EUR im Mai 2026: Veräußerungserlös 5.000 × EUR 0,97 = EUR 4.850, Anschaffungskosten 5.000 × EUR 0,92 = EUR 4.600, steuerpflichtiger Gewinn EUR 250. Beide Vorgänge unterliegen dem Sondersteuersatz von 27,5 %.;"§ 27b Abs. 1 EStG; § 27a Abs. 1 EStG";1;0;0;1;0;1;"""§ 27 Abs 3 (3) EStG: Die in diesen Fällen erworbenen Kryptowährungen sind nach Maßgabe des Abs. 3 zu besteuern. (3)Zu den Einkünften aus realisierten Wertsteigerungen von Kryptowährungen gehören Einkünfte aus 1. der Veräußerung sowie 2. dem Tausch gegen andere Wirtschaftsgüter und Leistungen, einschließlich gesetzlich anerkannter Zahlungsmittel. Der Tausch einer Kryptowährung gegen eine andere Kryptowährung stellt keine Realisierung dar; damit in Zusammenhang stehende Aufwendungen sind steuerlich unbeachtlich. Die Überlassung einer Kryptowährung im Sinne des Abs. 2 Z 1 stellt keinen Tausch dar.""";The model's response isn't applying Austrian tax law (§ 27b EStG), it provides an incoherent text about the Swiss Federal Court and the ESV. The response does not answer the questionand cuts off mid-sentence. Due to the hallucinated legal context and lack of any useful information, all relevant scores are at the minimum.
12;348b070a0f1541b3;"""Wann gilt die Verwendung eines dem Unternehmen zugeordneten Gegenstandes für private Zwecke oder für den Bedarf des Personals als sonstige Leistung?""";Die Verwendung eines dem Unternehmen zugeordneten Gegenstandes für private Zwecke oder für den Bedarf des Personals gilt als sonstige Leistung, wenn der Gegenstand nicht für gewerbliche oder berufliche Zwecke verwendet wird und die private Nutzung nicht im Rahmen einer steuerlich anerkannten Betriebsverpflegung oder -vergünstigung liegt.;"""Die Verwendung eines dem Unternehmen zugeordneten Gegenstandes, der zum vollen oder teilweisen Vorsteuerabzug berechtigt hat, durch den Unternehmer – für Zwecke, die außerhalb des Unternehmens liegen, – für den Bedarf seines Personals, sofern keine Aufmerksamkeiten vorliegen.""";§ 3a Abs. 1a UStG 1994;3;2;2;3;4;0;"""§ 3a Abs 1 1a UStG 1994: Einer sonstigen Leistung gegen Entgelt werden gleichgestellt: 1. Die Verwendung eines dem Unternehmen zugeordneten Gegenstandes, der zum vollen oder teilweisen Vorsteuerabzug berechtigt hat, durch den Unternehmer – für Zwecke, die außerhalb des Unternehmens liegen, – für den Bedarf seines Personals, sofern keine Aufmerksamkeiten vorliegen""";The model's response is incomplete as it misses the essential legal requirement of an input tax deduction (Vorsteuerabzug) mentioned in the source. Consequently, it fails to provide a legally accurate answer regarding the taxability of the use, resulting in low scores for Correctness and Groundedness.
13;34cd00c302527b82;Wann ist eine Sicherheitseinrichtung für Registrierkassen verpflichtend?;Die Sicherheitseinrichtung für Registrierkassen ist verpflichtend, wenn es sich um geschlossene Gesamtsysteme handelt, die im Zusammenhang mit der Erlassung von Feststellungsbescheiden über die Manipulationssicherheit betrachtet werden. Die Vorgaben zur technischen Sicherheitseinrichtung, zur kryptografischen Signatur oder Siegelerstellungseinheit usw. sind;Seit 1. April 2017 muss jede Registrierkasse über einen Manipulationsschutz (Signatur) verfügen.;RKS-V § 6;2;0;2;0;3;0;"""§ 6  Abs (2) RKS-V: Vor dem 1. April 2017 kann die Inbetriebnahme der Sicherheitseinrichtung im Sinne Abs. 1 bereits vor der Registrierung (§ 16) vorgenommen werden. Die Registrierung muss bis zum 1. April 2017 erfolgt sein. Abs (3) Wird die Inbetriebnahme der Sicherheitseinrichtung nach dem 31. März 2017 vorgenommen, muss die Registrierung (§ 16) spätestens binnen einer Woche nach Inbetriebnahme erfolgen.""";"The model's response is a sentence fragment that fails to provide the essential information from the source. It ignores the mandatory start date of April 1, 2017, for all cash registers and instead focuses on ""closed systems""."
14;357aaaf191856f21;Ein österreichischer Unternehmer verkauft eine Maschine an eine österreichische AG und befördert sie mit eigenem Lkw direkt in die Schweiz. Ist die Lieferung nach § 7 UStG steuerfrei, obwohl der Abnehmer nicht ausländisch ist?;Ja, die Lieferung ist nach § 7 UStG steuerfrei. Gemäß § 7 Abs 1 UStG ist eine Lieferung steuerfrei, wenn der Unternehmer die Ware in das übrige Gemeinschaftsgebiet oder in ein Drittlandsgebiet befördert oder versendet. Da der Unternehmer die Maschine direkt in die Schweiz (ein Drittlandsgebiet) befördert, liegt eine steuerfreie Lieferung vor, unabhängig von der Nationalität des Abnehmers.;"Ja. Nach § 7 Abs. 1 Z 1 genügt, dass der Unternehmer den Gegenstand in das Drittlandsgebiet befördert oder versendet; ein ausländischer Abnehmer ist dafür nicht erforderlich.";§ 7 Abs. 1 Z 1 UStG 1994;5;5;5;5;5;0;"""§  7 Abs 1 Z 1 UStG 1994: Eine Ausfuhrlieferung (§ 6 Abs. 1 Z 1) liegt vor, wenn 1. der Unternehmer den Gegenstand der Lieferung in das Drittlandsgebiet befördert oder versendet (§ 3 Abs. 8) hat""";Full scores as the answer is correct in all dimensions.
15;35c126896edd8774;„Kann eine sonstige Leistung auch ohne aktives Tun des Unternehmers vorliegen?“;Eine sonstige Leistung kann auch ohne aktives Tun des Unternehmers vorliegen. Beispiele hierfür sind die Abtretung von Rechten oder die Übertragung von Nutzungen.;„Ja, eine sonstige Leistung kann auch in einem Unterlassen oder im Dulden einer Handlung oder eines Zustandes bestehen.“;§ 3a Abs. 1 UStG 1994;5;2;5;5;5;0;"""§ 3a (1) UStG 1994: Sonstige Leistungen sind Leistungen, die nicht in einer Lieferung bestehen. Eine sonstige Leistung kann auch in einem Unterlassen oder im Dulden einer Handlung oder eines Zustandes bestehen.""";"The model correctly confirms that a service can occur without active effort, though it fails to use the specific legal terms ""omission"" or ""tolerance"" from the source. Because it substitutes the provided terminology with its own examples, it is accurate but lacks direct grounding."
16;36840f2974a0b380;Ein österreichischer Staatsbürger verkauft ein ausschließlich in Italien gelegenes Grundstück an einen anderen Privaten. Ist dieser Vorgang nach dem GrEStG 1987 steuerbar?;Nein. Der Verkauf eines ausschließlich in Italien gelegenen Grundstücks ist nach dem österreichischen GrEStG 1987 nicht steuerbar, weil die Steuer nur inländische Grundstücke erfasst (§ 1 GrEStG 1987 iVm § 2 GrEStG 1987).;Nein. § 1 GrEStG 1987 erfasst nur Rechtsvorgänge, soweit sie sich auf inländische Grundstücke beziehen. Liegt das Grundstück ausschließlich im Ausland, fällt der Vorgang nicht unter das GrEStG 1987.;§ 1 Abs. 1 GrEStG 1987;5;5;5;5;5;0;"""§ 1 Abs 1 GrEstG 1987: § 1. (1)Der Grunderwerbsteuer unterliegen die folgenden Rechtsvorgänge, soweit sie sich auf inländische Grundstücke beziehen""";Full scores as the answer is correct in all dimensions.
17;37cfdd6f13d81495;Welche steuerlichen Konsequenzen hat es, wenn eine Körperschaft ein zinsloses Darlehen an ihren Gesellschafter vergibt?;Beantworte die steuerrechtliche Frage. Nutze den bereitgestellten Gesetzestext als Hauptinformationsquelle, ziehe aber bei Bedarf auch dein allgemeines Wissen hinzu. Frage: Welche steuerlichen Konsequenzen hat es, wenn eine Körperschaft ein zinsloses Darlehen an ihren Gesellschafter vergibt? Gesetzestext: der vorstehenden Bestimmungen. 2 . b) innerhalb eines Jahres nach Eintritt der Tatsachen, die zur Nachversteuerung führen, nach Wahl des Steuerpflichtigen – in Höhe der dem Sonderausgabenabzug zugrunde gelegten Ausgaben bzw. – in den Fällen der Auflösung eines Beteiligungsfonds bzw. der Kapitalherabsetzung oder Abwicklung einer Aktiengesellschaft in Höhe der rückgezahlten Beträge Genußscheine oder im Wege der Erstanschaffung junge Aktien bei dem depotführenden Kreditinstitut erworben und hinterlegt werden (Ersatzbeschaffung). Das Kreditinstitut hat Anschaffungen, durch die eine Nachversteuerun Antwort:;Die nicht verrechneten Zinsen stellen eine verdeckte Ausschüttung dar (§ 8 Abs. 2 KStG) – das Einkommen wird um die fremdüblichen Zinsen erhöht. Grundlage der Einkommensermittlung ist § 7 Abs. 2/3 KStG. § 12 Abs. 1 Z 2 KStG kann zusätzlich greifen bei unangemessen hohen Gesellschaftervorteilen.;"§ 7 Abs. 2/3 KStG 1988; § 8 Abs. 2 KStG 1988; § 12 Abs. 1 Z 2 KStG 1988";0;0;0;0;0;0;"""The model didn't answer the prompt.""";The model didn't answer the prompt.
18;38ca3ecf35c508ac;Welche Unterschiede bestehen bei der Verlustverrechnung zwischen einem inländischen und einem ausländischen Gruppenmitglied hinsichtlich Höhe, Grenze und Nachversteuerung?;(1) Höhe: Bei Gruppenmitgliedern (§ 9 KStG) werden Verluste grundsätzlich mit den gesamten Gruppeneinkünften verrechnet (kein Verlustabzugbegrenzer). (2) Grenze: Es gibt keine Grenze für die Verlustverrechnung zwischen Gruppenmitgliedern. (3) Nachversteuerung: Verluste, die bei einem Gruppenmitglied verrechnet werden, können beim anderen Gruppenmitglied bei diesem (nicht beim Gesamtbilanzkonsolidierten Ertrag) nachversteuert werden (§ 9 Abs. 6 KStG). Das bedeutet: Ein Gruppenmitglied kann auch Verluste verrechnen, die beim anderen Gruppenmitglied nicht realisiert werden.;Inländisch (§ 9 Abs. 6 Z 1/2 KStG): Volles Ergebnis wird zugerechnet, ohne Betragsbegrenzung. Ausländisch (§ 9 Abs. 6 Z 6 KStG): Nur Verluste, nach österreichischem Recht, max. ausländischer Verlust, 75 %-Grenze auf österreichisches Gruppeneinkommen. Nachversteuerung nur bei ausländischen Mitgliedern bei Gewinn oder Ausscheiden (§ 9 Abs. 6 Z 7 KStG).;§ 9 Abs. 6 Z 1–2, Z 6–7 KStG 1988;3;5;4;3;4;0;"""§ 9 Abs (6)Z1-2, Z6-7: Bei Ermittlung des zuzurechnenden steuerlich maßgebenden Ergebnisses ist Folgendes zu beachten: 1. Als Ergebnis eines unbeschränkt steuerpflichtigen Gruppenmitglieds gilt das Einkommen unter Berücksichtigung der Z 4. 2. Das Einkommen im Sinne der Z 1 ist dem am Gruppenmitglied nach Abs. 4 entsprechend unmittelbar oder mittelbar beteiligten Gruppenmitglied bzw. Gruppenträger zuzurechnen. Als Ergebnis des Gruppenträgers gilt das Einkommen mit der Maßgabe, dass Sonderausgaben vom zusammengefassten Ergebnis abzuziehen sind. 6. Bei nicht unbeschränkt steuerpflichtigen ausländischen Gruppenmitgliedern sind nur die nach § 5 Abs. 1 und den übrigen Vorschriften des Einkommensteuergesetzes 1988 und dieses Bundesgesetzes ermittelten Verluste aus Einkunftsquellen des jeweiligen Wirtschaftsjahres, höchstens jedoch die nach ausländischem Steuerrecht ermittelten Verluste des betreffenden Wirtschaftsjahres dem unmittelbar beteiligten Gruppenmitglied bzw. Gruppenträger im Ausmaß der Beteiligungen aller beteiligter Gruppenmitglieder einschließlich eines beteiligten Gruppenträgers zuzurechnen. Zuzurechnende Verluste können nur im Ausmaß von 75% der Summe der eigenen Einkommen sämtlicher unbeschränkt steuerpflichtiger Gruppenmitglieder sowie des Gruppenträgers berücksichtigt werden. Insoweit dabei die Verluste im laufenden Jahr nicht berücksichtigt werden können, sind sie in folgenden Jahren als vortragsfähige Verluste des Gruppenträgers abzuziehen. 7. In Jahren, in denen ein gemäß Z 6 zugerechneter ausländischer Verlust mit einem ausländischen Gewinn verrechnet wird oder verrechnet werden könnte, ist ein Betrag in diesem Ausmaß beim beteiligten inländischen Gruppenmitglied bzw. Gruppenträger, dem der Verlust zugerechnet wurde, als Gewinn zuzurechnen. Scheidet das nicht unbeschränkt steuerpflichtige ausländische Gruppenmitglied aus der Unternehmensgruppe aus, ist im Jahr des Ausscheidens ein Betrag im Ausmaß aller zugerechneten im Ausland nicht verrechneten Verluste beim Gruppenmitglied bzw. beim Gruppenträger als Gewinn zuzurechnen. Dem Ausscheiden ist ein Verlust der Vergleichbarkeit im Sinne § 4 Z 1 lit. c des Umgründungssteuergesetzes gleichzuhalten. Im Falle des Untergangs (Liquidation oder Insolvenz) des ausländischen Gruppenmitglieds ist bei tatsächlichem und endgültigem Vermögensverlust der zuzurechnende Betrag um die während der Gruppenzugehörigkeit nicht steuerwirksamen Teilwertabschreibungen zu kürzen.""";The model provides a legally imprecise answer by failing to distinguish between domestic and foreign group members, specifically omitting the 75% limit for foreign losses and the requirement that only losses, not profits, are attributed to foreign members under § 9 Abs. 6 KStG.
19;39890331df3d1671;Mitarbeiter B bekommt von seinem Arbeitgeber ein E-Bike zur Verfügung gestellt. Manchmal nutzt er dieses Rad für private Ausfahrten. Mitarbeiter B hat dabei keine Bedenken bei der privaten Nutzung, da der Sachbezug des E-Bikes Null beträgt. Sind diese Fahrten steuerlich irrelevant?;Die privaten Fahrten mit dem von seinem Arbeitgeber gestellten E-Bikes sind im österreichischen Steuerrecht, wenn der Sachbezug für den Betroffenen null beträgt, in der Regel steuerlich irrelevant. (Rechtsgrundsätze: Prinzip der Trenbarkeit von Arbeit und Privatleben, kein wirtschaftlicher Nutzen für den Arbeitgeber);Laut § 4b SachbezugsVO ist die private Nutzung des E-Bikes, da auch der Sachbezug des E-Bikes Null ist ebenso mit Null anzusetzen. Somit auch steuerlich nicht weiter relevant.;§ 4b SachbezugsVO;4;2;4;4;5;0;"""§ 4b. SachbezugsVo:  Besteht für den Arbeitnehmer die Möglichkeit, ein arbeitgebereigenes Fahrrad oder Kraftrad mit einem CO2-Emissionswert von 0 Gramm pro Kilometer für nicht beruflich veranlasste Fahrten einschließlich Fahrten zwischen Wohnung und Arbeitsstätte zu benützen, ist ein Sachbezugswert von Null anzusetzen. Ein Sachbezugswert von Null ist auch für die Zurverfügungstellung derartiger Fahrräder oder Krafträder im Rahmen einer (befristeten oder unbefristeten) Umwandlung überkollektivvertraglich gewährter Bruttobezüge anzusetzen. Eine vereinbarte Reduktion der Bruttobezüge und damit in Verbindung stehende zusätzliche Gewährung eines Sachbezugs stellt keine Bezugsverwendung dar. Für andere Krafträder ist § 4 anzuwenden.""";While the model correctly identifies the tax-free status of the private e-bike use, it provides a legally incomplete response by omitting the specific legal basis from the source text, § 4b SachbezugsVO.
20;39f3d9f4000b60cd;"""Herr Meier mietet ein Motorboot für 2 Wochen in Hamburg. Wo gilt die Vermietung steuerlich als ausgeführt?""";Die Vermietung gilt steuerlich als ausgeführt, wo der Vermieter seinen Sitz hat.;"""Die Vermietung gilt in Hamburg als ausgeführt, weil die kurzfristige Vermietung eines Beförderungsmittels an dem Ort ausgeführt wird, an dem dieses Beförderungsmittel dem Leistungsempfänger tatsächlich zur Verfügung gestellt wird.""";§ 3a Abs. 12 UStG 1994;4;2;3;4;5;0;"""§ 3a Abs (12)UStG 1994: 1. Die kurzfristige Vermietung eines Beförderungsmittels wird an dem Ort ausgeführt, an dem dieses Beförderungsmittel dem Leistungsempfänger tatsächlich zur Verfügung gestellt wird. Als kurzfristig gilt eine Vermietung während eines ununterbrochenen Zeitraumes a) von nicht mehr als 90 Tagen bei Wasserfahrzeugen, b) von nicht mehr als 30 Tagen bei allen anderen Beförderungsmitteln.""";Although the model correctly identifies the place of supply as Hamburg based on the location where the boat is made available, it fails to provide a legally grounded response by omitting the  reference to § 3a Abs. 12 UStG 1994.
21;3a0c4918a8534176;Was ist der steuerliche Unterschied zwischen Werkvertrag und Dienstvertrag?;Der steuerliche Unterschied zwischen Werkvertrag und Dienstvertrag liegt in der Behandlung der Einkünfte und der Umsatzsteuerpflicht. Bei einem **Dienstvertrag** (§ 1151 ABGB) werden die Einkünfte des Dienstnehmers als Einkünfte aus nichtselbstständiger Arbeit (§ 25 EStG 1988) behandelt. Der Dienstgeber hat Lohnsteuer und Sozialversicherungsbeiträge abzuführen. Bei einem **Werkvertrag** (§ 1165 ABGB) werden die Einkünfte des Werkunternehmers als Einkünfte aus selbstständiger;Beim Werkvertrag wird ein Erfolg geschuldet (selbstständig), beim Dienstvertrag die Arbeitskraft (unselbstständig).;EStG § 47 / ASVG § 4;3;2;2;2;4;0;"""§ 2 Abs (2) EStG: Ein Dienstverhältnis liegt vor, wenn der Arbeitnehmer dem Arbeitgeber seine Arbeitskraft schuldet. Dies ist der Fall, wenn die tätige Person in der Betätigung ihres geschäftlichen Willens unter der Leitung des Arbeitgebers steht oder im geschäftlichen Organismus des Arbeitgebers dessen Weisungen zu folgen verpflichtet ist. Ein Dienstverhältnis ist weiters dann anzunehmen, wenn bei einer Person, die an einer Kapitalgesellschaft nicht wesentlich im Sinne des § 22 Z 2 beteiligt ist, die Voraussetzungen des § 25 Abs. 1 Z 1 lit. b vorliegen. Ein Dienstverhältnis ist weiters bei Personen anzunehmen, die Bezüge gemäß § 25 Abs. 1 Z 4 und 5 beziehen.""";While the model identified the difference between labor and result, it failed to provide a complete legal justification by omitting the specific paragraph citations and the answer was cut off.
22;3a2fdc1b35b69314;A in Polen verkauft Waren an B in Tschechien, B verkauft dieselben Waren weiter an C in Österreich. Die Ware wird unmittelbar von Polen nach Österreich befördert. B organisiert die Beförderung und teilt A seine polnische Umsatzsteuer-Identifikationsnummer mit, also jene des Mitgliedstaats, aus dem die Gegenstände versendet werden. Welcher Lieferung wird die Beförderung zugeordnet?;Die Beförderung wird der Lieferung von A an B zugeordnet, da A die Ware direkt an B liefert und B die Beförderung organisiert hat. Die Umsatzsteuer-Identifikationsnummer, die B an A weitergegeben hat, ist für die Lieferung zwischen A und B relevant, nicht für die Beförderung.;"Die Beförderung wird der Lieferung durch den Zwischenhändler B zugeordnet, also der Lieferung B an C. Teilt der Zwischenhändler seinem Lieferer die UID des Abgangsmitgliedstaats mit, greift § 3 Abs. 15 Z 1 lit. b; die davorliegende Lieferung A an B gilt dann dort als ausgeführt, wo die Beförderung beginnt.";§ 3 Abs. 15 Z 1 lit. b UStG 1994, § 3 Abs. 15 Z 3 UStG 1994, § 3 Abs. 15 Z 6 UStG 1994;2;1;1;2;3;0;"""§ 3 Abs 15 Z 1 lit b UstG 1994: Bei Reihengeschäften wird die Beförderung oder Versendung folgender Lieferung zugeordnet: der Lieferung durch den Zwischenhändler, wenn er seinem Lieferer die Umsatzsteuer-Identifikationsnummer mitgeteilt hat, die ihm vom Mitgliedstaat, aus dem die Gegenstände befördert oder versandt werden, erteilt wurde.""";The response is legally inaccurate because it explicitly dismisses the VAT ID as irrelevant, failing to recognize it as the mandatory legal trigger for transport assignment in a chain transaction. 
