"task_id","row_key","prompt","answer","reference_answer","sources","correctness_score","groundedness_score","legal_reasoning_score","completeness_score","comprehension_score","hallucination_flag","grounding_citations","comments"
"11","ce70f5e0af90d3a1","Der Mitarbeiter E bekommt von seinem Arbeitgeber ein E-Bike zur Verfügung und kann den Akku des Rads kostenlos am Arbeitsplatz aufladen. Dieses kostenlose Aufladen stellt einen geldwerten Vorteil dar und ist daher als Sachbezug anzusetzen.","Der kostenlose Aufladen des Akkus des von seinem Arbeitgeber bereitgestellten E-Bikes für den Mitarbeiter E ist ein geldwerter Vorteil und somit als Sachbezug im Sinne des Abgabenrechts anzusehen. (Umsatzsteuergesetz, Sachbezug, § 4 Abs 1 UStG)","Nein, es ist kein Sachbezug, da es laut § 4b SachbezugsVO i.V.m. § 26 EStG nicht steuerbar ist. Der Sachbezugswert des E-Bikes beträgt Null, damit sind alle geldwerten Vorteile, die mit der Nutzung davon üblicherweise verbunden sind, nicht steuerbar.","§ 4b SachbezugsVO § 26 EStG","1","2","1","3","5","0","«§ 4b SachbezugsVO: Besteht für den Arbeitnehmer die Möglichkeit, ein arbeitgebereigenes Fahrrad oder Kraftrad mit einem CO2-Emissionswert von 0 Gramm pro Kilometer für nicht beruflich veranlasste Fahrten einschließlich Fahrten zwischen Wohnung und Arbeitsstätte zu benützen, ist ein Sachbezugswert von Null anzusetzen. Ein Sachbezugswert von Null ist auch für die Zurverfügungstellung derartiger Fahrräder oder Krafträder im Rahmen einer (befristeten oder unbefristeten) Umwandlung überkollektivvertraglich gewährter Bruttobezüge anzusetzen. Eine vereinbarte Reduktion der Bruttobezüge und damit in Verbindung stehende zusätzliche Gewährung eines Sachbezugs stellt keine Bezugsverwendung dar. Für andere Krafträder ist § 4 anzuwenden»","«The AI provides a conclusion that is the opposite of the reference answer and the law. It incorrectly identifies the use of an E-Bike and its charging as a taxable benefit (Sachbezug), whereas § 4b SachbezugsVO in conjunction with § 26 EStG clearly states it is not taxable.»"
"12","cf994a2a1e0b8904","Ein Museum mit gemeinnützigem Bildungsauftrag lässt aus einem Drittstaat historische Manuskripte, Modelle und wissenschaftliche Demonstrationsobjekte einführen. Die Manuskripte werden dem Museum unentgeltlich von einer ausländischen Universität überlassen. Die Modelle werden zu einem symbolischen Kaufpreis von einem Unternehmer im Drittstaat erworben. Die Demonstrationsobjekte stammen aus einer unentgeltlichen Überlassung durch eine Privatperson. Sämtliche Gegenstände sind ausschließlich für eine öffentlich zugängliche Lehr und Forschungsausstellung bestimmt. Es ist zu bestimmen, für welche Teilmengen der Sendung die Einfuhrbefreiung eingreift.","Für die Einfuhrbefreiung gemäß § 15 Abs. 1 Z 2 lit. a) Einfuhrumsatzsteuergesetz (EUG) kommen nur die Gegenstände in Betracht, die **unentgeltlich** überlassen werden. Daher greift die Einfuhrbefreiung für die **Manuskripte** (unentgeltliche Überlassung durch eine Universität) und die **Demonstrationsobjekte** (unentgeltliche Überlassung durch eine Privatperson). Die **Modelle**, die zu einem symbolischen Kaufpreis erworben wurden, unterliegen der Einfuhrumsatzsteuer, da sie nicht unentgeltlich überlassen wurden.","Die Befreiung greift nicht einheitlich für die gesamte Sendung, sondern nur für die unentgeltlich eingeführten Gegenstände. Erfasst sind daher die Manuskripte und die Demonstrationsobjekte, nicht jedoch die Modelle, weil diese entgeltlich von einem Unternehmer erworben wurden.","§ 6 Abs. 4 Z 4 lit. g UStG 1994","5","3","5","5","5","1","«§ 6 Abs. 4 Z 4 lit. g UStG 1994: Die in Artikeln 42 und 43 der Verordnung enthaltene Befreiung für Gegenstände erzieherischen, wissenschaftlichen oder kulturellen Charakters ist auf die Gegenstände der lit. B der Anhänge I und II der Verordnung beschränkt. Die Steuerfreiheit für Sammlungsstücke und Kunstgegenstände erzieherischen, wissenschaftlichen oder kulturellen Charakters (Artikel 43 der Verordnung) hängt weiters davon ab, daßDie in Artikeln 42 und 43 der Verordnung enthaltene Befreiung für Gegenstände erzieherischen, wissenschaftlichen oder kulturellen Charakters ist auf die Gegenstände der lit. B der Anhänge römisch eins und römisch zwei der Verordnung beschränkt. Die Steuerfreiheit für Sammlungsstücke und Kunstgegenstände erzieherischen, wissenschaftlichen oder kulturellen Charakters (Artikel 43 der Verordnung) hängt weiters davon ab, daß –Strichaufzählung: die Gegenstände unentgeltlich eingeführt werden oder –Strichaufzählung: im Falle der entgeltlichen Einfuhr nicht von einem Unternehmer geliefert werden.»","“The conclusion is fully correct and matches the reference answer, only the gratuitously supplied items (manuscripts and demonstration objects) qualify for the exemption, while the purchased models do not. The reasoning clearly and correctly applies the distinction between gratuitous and paid transfers to the facts. However, the answer cites an incorrect legal provision (§ 15 EUG instead of § 6 Abs. 4 Z 4 lit. g UStG 1994), which constitutes a hallucinated or unsupported reference and reduces groundedness. Apart from this citation issue, the explanation is complete, precise, and easy to understand.”"
"13","d015da4c0d858c7b","Ein Arbeitnehmer verdient seinen Bonus noch vor dem Umzug nach Österreich, der Bonus wird aber erst nach Begründung des inländischen Wohnsitzes ausbezahlt. Ist der spätere Zufluss für die österreichische Erfassung grundsätzlich relevant?","Grundsätzlich ist der spätere Zufluss des Bonus in Österreich steuerpflichtig, da die unbeschränkte Steuerpflicht mit der Begründung des inländischen Wohnsitzes beginnt. Maßgeblich für die Einkommensteuer ist nach § 31 EStG das Zuflussprinzip, wonach Einkünfte im Zeitpunkt der tatsächlichen Verfügungsmacht zu erfassen sind. Da der Zufluss erst nach der Wohnsitzbegründung erfolgt, unterliegt der gesamte Zahlungsbetrag der österreichischen Besteuerung, unabhängig vom früheren Entstehungszeitpunkt der Ansprüche. Dies gilt auch dann, wenn die zugrunde liegende Tätigkeit im Ausland ausgeübt wurde.","Ja, laut EStR 2000 Rz 19. Einkünfte, die vor Begründung der unbeschränkten Steuerpflicht erzielt wurden, sind grundsätzlich nicht zu erfassen, außer sie fließen erst danach zu. Dann kommt innerstaatlich das Zuflussprinzip zur Anwendung. Bei DBA-Fällen kann allerdings das Kausalitätsprinzip vorrangig sein.","EStR 2000 Rz 19","3","2","3","3","4","1","“EStR 2000 Rz 19: Einkünfte, die vor Begründung der unbeschränkten Steuerpflicht erzielt wurden, sind nicht zu erfassen, außer sie fließen danach zu (VwGH 17.5.1963, 0871/62). Insoweit kommt das Zuflussprinzip (§ 19 EStG 1988) zum Tragen. Bei Anwendung von Doppelbesteuerungsabkommen kann dem Kausalitätsprinzip (Grundsatz der wirtschaftlichen Zuordnung) Vorrang vor dem Zuflussprinzip zukommen (zur Doppelbesteuerung siehe Rz 32 ff).”","“Correctness: Core idea (Zufluss after residency → taxable) is right, but misses DBA/causality nuance Groundedness: Does not refer to EStR 2000 Rz 19, adds unsupported § 31 EstG. Reasoning: Applies Zuflussprinzip, but ignores exception (DBA/Kausalitätsprinzip)”"
"14","d046ed80ba1d37b6","Frau Vogt hat im Privatvermögen Anteile an einer Flexible Kapitalgesellschaft (FlexKapG) erworben und erhält eine Ausschüttung von 6.000 Euro. Da die FlexKapG erst seit 2024 existiert, ist Frau Vogt unsicher, ob diese Ausschüttung unter § 27 EStG 1988 fällt. Wie ist die Ausschüttung zu qualifizieren?","Die Ausschüttung aus der Flexible Kapitalgesellschaft (FlexKapG) ist nach § 27 Abs. 4 EStG 1988 anzuwenden, da es sich um einen steuerbegünstigten Anteil am Gewinn einer Kapitalgesellschaft handelt, der während der Dauer von 5 Jahren, die auf die Gründung der Kapitalgesellschaft folgen, nicht zur Einkünfteneigenschaft führte.","Ja, die Ausschüttung von 6.000 Euro ist nach § 27 EStG 1988 steuerpflichtig. Gemäß § 27 Abs. 2 Z 1 lit. a EStG 1988 gehören zu den Einkünften aus der Überlassung von Kapital ausdrücklich auch Gewinnanteile und sonstige Bezüge aus Anteilen an Flexiblen Kapitalgesellschaften. Die FlexKapG wurde durch das Flexible-Kapitalgesellschafts-Gesetz eingeführt und ist seit 2024 im Gesetz ausdrücklich neben Aktiengesellschaften und GmbHs in § 27 Abs. 2 Z 1 lit. a EStG 1988 genannt. Die Ausschüttung ist daher als Einkünfte aus Kapitalvermögen gemäß § 27 Abs. 1 EStG 1988 zu behandeln.","§ 27 Abs. 1 EStG 1988; § 27 Abs. 2 Z 1 lit. a EStG 1988","1","1","1","2","3","1","“§ 27 Abs. 1 EStG 1988: Einkünfte aus Kapitalvermögen sind Einkünfte aus der Überlassung von Kapital (Abs. 2), aus realisierten Wertsteigerungen von Kapitalvermögen (Abs. 3), aus Derivaten (Abs. 4) und aus Kryptowährungen (Abs. 4a), soweit sie nicht zu den Einkünften im Sinne des § 2 Abs. 3 Z 1 bis 4 gehören. Bei Tauschvorgängen ist § 6 Z 14 sinngemäß anzuwenden. § 27 Abs. 2 Z 1 lit. a EStG 1988: Gewinnanteile (Dividenden) und sonstige Bezüge aus Aktien, Anteilen an Gesellschaften mit beschränkter Haftung oder Flexiblen Kapitalgesellschaften”","“Correctness: Wrong conclusion, contradicts reference (§ 27 clearly applies). Groundedness: Refers to § 27 Abs. 4 incorrectly, not supported by source. Reasoning: Misapplies rule (invents exemption/5-year rule)”"
"15","d0c1d3a49cc1d9fb","Eine in Spanien ansässige Person erzielt Einkünfte aus Rechten, die in ein österreichisches öffentliches Register eingetragen sind und vermietet werden. Kann § 98 Abs. 1 Z 6 EStG 1988 greifen?","Nein, § 98 Abs. 1 Z 6 EStG 1988 greift nicht in diesem Fall. **Begründung:** * **§ 98 Abs. 1 Z 6 EStG 1988 betrifft ausschließlich Einkünfte aus ""ländlichen"" Rechten.** Diese beziehen sich auf Rechte an Grundstücken oder Gebäuden im Inland Österreichs. * **Die Rechtslage ist klar: Einkommen aus Rechten, die in ein österreichisches öffentliches Register eingetragen sind, fallen nicht unter den Anwendungsbereich von § 98 Abs. 1 Z 6 EStG 1988.** Das liegt daran, dass diese Rechtsfälle durch das Recht der Doppelbesteuerung geregelt sind. Die Einnahmen aus solchen Rechten sind nach dem österreichischen Einkommenssteuergesetz (EStG) bereits versteuert worden. **Alternative Lösung:** In diesem Fall müsste die Person mit ihren Einkünften aus Rechten, die in ein österreichisches öffentliches Register eingetragen sind, in Österreich eine Abzugsteuer leisten. Dies kann jedoch nur erfolgen, wenn die Einkünfte in Österreich steuerpflichtig sind. Es wäre ratsam, einen Steuerberater zu konsultieren, um die genaue Situation zu klären. **Zusätzliche Punkte:** * Der Begriff ""öffentliches Register"" bezieht sich auf bestimmte öffentliche Verzeichnisse, wie z.B. das österreichische Personenregister","Ja, § 98 Abs. 1 Z 6 EStG 1988. Einkünfte aus Vermietung und Verpachtung sind auch dann beschränkt steuerpflichtig, wenn sich die vermieteten Rechte in einem inländischen öffentlichen Buch oder Register befinden.","§ 98 Abs. 1 Z 6 EStG 1988","0","0","0","2","3","1","“§ 98 Abs. 1 Z 6 EStG 1988: Einkünfte aus Vermietung und Verpachtung (§ 28), wenn das unbewegliche Vermögen, die Sachinbegriffe oder Rechte im Inland gelegen sind oder in ein inländisches öffentliches Buch oder Register eingetragen sind oder in einer inländischen Betriebsstätte verwertet werden.”","“Correctness: Opposite conclusion (should be yes), Groundedness: No use of § 98 Abs. 1 Z 6 content, Reasoning: Misinterprets rule (“ländliche Rechte” is wrong), Hallucination: Invented restriction + irrelevant DBA discussion”"
"16","d10bf81b77b79d6d","Ein Händler vertreibt Damenbinden, Tampons, Menstruationstassen, Kondome, hormonfreie Diaphragmen sowie ein intimbezogenes Lifestyleprodukt ohne Verhütungsfunktion. Der Händler ordnet alle Produkte dem Bereich der Intimgesundheit zu und begehrt für sämtliche Lieferungen dieselbe umsatzsteuerliche Behandlung. Zu bestimmen ist, welche Produktgruppen von der speziellen Befreiung tatsächlich erfasst sind.","Die Befreiung für Medizinprodukte (§ 6 Abs. 1 Z 19 UStG) erfasst grundsätzlich alle Produkte, die zur Heilbehandlung oder zur Prävention bestimmt sind. Die genaue Abgrenzung ist jedoch komplex. Damenbinden, Tampons und Menstruationstassen sind klar erfasst. Kondome und hormonfreie Diaphragmen sind ebenfalls erfasst. Das Lifestyleprodukt ohne Verhütungsfunktion fällt nicht unter die Befreiung. Die richtige Einordnung ist entscheidend für die korrekte Umsatzsteueranzeige.","Steuerfrei sind nur die Lieferungen von Waren der monatlichen Damenhygiene sowie von chemischen, hormonellen und mechanischen Verhütungsmitteln. Das bloße Lifestyle oder Intimprodukt ohne entsprechende Funktion fällt nicht darunter.","§ 6 Abs. 1 Z 5b UStG 1994","4","2","4","4","5","1","“§ 6 Abs. 1 Z 5b UStG 1994: die Lieferungen von chemischen, hormonellen und mechanischen Verhütungsmitteln sowie von Waren der monatlichen Damenhygiene aller Art (aus Unterpositionen 3924 90, 4014 90, 0511 99 39 und 9619 00 der Kombinierten Nomenklatur)”","“Correctness: Product classification mostly correct, Groundedness: Wrong legal basis (§ 6 Abs. 1 Z 19 instead of Z 5b), Reasoning: Correct grouping (hygiene + contraceptives vs lifestyle), Hallucination: Incorrect legal provision used”"
"17","d18171e39193c851","""Welche Regel gilt für Lagerungs- oder Umschlagsleistungen, die üblicherweise mit Transport verbunden sind, wenn der Empfänger ein Nichtunternehmer ist?""","Bei Lagerungs- oder Umschlagsleistungen, die üblicherweise mit Transport verbunden sind, und bei Empfängern, die Nichtunternehmer sind, gilt die Regel des § 4 Abs. 3 UStG. Danach sind solche Leistungen ausländischen Steuerpflichtigen nicht umsetzbar und somit steuerfrei. Bei österreichischen Nichtunternehmern gelten Sonderregeln, die in den jeweiligen Besonderheitenbestimmungen des Abgabenrechts beschrieben sind. (Beispiel: § 12 Abs. 1 UStG für Lieferungen, § 13 Abs. 1 UStG für Dienstleistungen)","""Diese Leistungen werden dort ausgeführt, wo der Unternehmer überwiegend tätig wird.""","§ 3a Abs. 11 UStG 1994","0","0","0","1","2","1","„§ 3a Abs. 11 UStG 1994: Die folgenden sonstigen Leistungen werden dort ausgeführt, wo der Unternehmer ausschließlich oder zum wesentlichen Teil tätig wird: b)Umschlag, Lagerung oder ähnliche Leistungen, die mit Beförderungsleistungen üblicherweise verbunden sind, soweit diese Leistungen an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 erbracht werden;Umschlag, Lagerung oder ähnliche Leistungen, die mit Beförderungsleistungen üblicherweise verbunden sind, soweit diese Leistungen an einen Nichtunternehmer im Sinne des Absatz 5, Ziffer 3, erbracht werden”","“Correctness: Wrong rule applied, does not match reference, Groundedness: No use of § 3a Abs. 11 UstG, Reasoning: Irrelevant provisions cited, no application to scenario, Hallucination: Multiple unsupported legal references (e.g. § 4 Abs. 3 UStG)”"
"18","d1833f7b2ef5dda4","Ein Käufer erwirbt ein Grundstück. Zusätzlich zahlt er an einen Dritten einen Geldbetrag dafür, dass dieser auf sein eigenes Interesse am Erwerb des Grundstückes verzichtet. Gehört diese Zahlung an den Dritten zur grunderwerbsteuerlichen Gegenleistung?","Ja, die Zahlung an den Dritten zur Gegenleistung, dass dieser auf sein eigenes Interesse am Erwerb des Grundstückes verzichtet, gehört zur grunderwerbsteuerlichen Gegenleistung. Dies ist nach § 5 Absatz 3 GrEStG 1987 klar vorgesehen. Es ist unabhängig davon, ob der Dritte sich am Erwerb des Grundstücks selbst interessiert oder ob es sich um eine freiwillige Veräußerung handelt. Die Vorschriften bleiben unberührt, auch wenn das Grundstück zur Vermeidung einer Enteignung freiwillig veräußert wird. Dennoch ist","Ja. Der Gegenleistung sind gemäß § 5 Abs. 3 Z 1 GrEStG 1987 auch Leistungen hinzuzurechnen, die der Erwerber des Grundstückes anderen Personen als dem Veräußerer als Gegenleistung dafür gewährt, dass sie auf den Erwerb des Grundstückes verzichten. Diese Zahlung erhöht daher die maßgebliche Gegenleistung.","§ 5 Abs. 3 Z 1 GrEStG 1987","4","4","4","4","4","0","„§ 5 Abs. 3 Z 1 GrEStG 1987: Der Gegenleistung sind hinzuzurechnen: Leistungen, die der Erwerber des Grundstückes anderen Personen als dem Veräußerer als Gegenleistung dafür gewährt, daß sie auf den Erwerb des Grundstückes verzichten”","“Correctness: Right conclusion, Groundedness: Matches § 5 Abs. 3 idea, minor imprecision (missing Z 1), Reasoning: Correct application (payment for waiver = part of consideration)”"
"19","d1f282cf1272ade2","Frau Pohl schließt im Alter von 52 Jahren eine fondsgebundene Lebensversicherung auf den Erlebensfall ab und zahlt eine Einmalprämie von 40.000 Euro. Die vereinbarte Laufzeit beträgt 11 Jahre. Nach Ablauf erhält sie 52.000 Euro ausgezahlt. Ist der Unterschiedsbetrag von 12.000 Euro nach § 27 EStG 1988 steuerpflichtig?","Nein, der Unterschiedsbetrag von 12.000 Euro ist nicht steuerpflichtig, da die Laufzeit der Versicherung 11 Jahre beträgt und damit weniger als 15 Jahre ab Vertragsabschluss.","Nein, der Unterschiedsbetrag ist nicht steuerpflichtig. Gemäß § 27 Abs. 5 Z 3 lit. a EStG 1988 ist der Unterschiedsbetrag bei fondsgebundenen Lebensversicherungen (ausdrücklich im Gesetz genannt) auf den Erlebensfall nur dann steuerpflichtig, wenn keine laufenden, im Wesentlichen gleich bleibenden Prämienzahlungen vereinbart sind (Einmalerlag – hier gegeben) und die Höchstlaufzeit weniger als zehn Jahre beträgt, wenn der Versicherungsnehmer und die versicherten Personen bei Vertragsabschluss das 50. Lebensjahr vollendet haben. Da Frau Pohl bei Abschluss 52 Jahre alt war (50. Lebensjahr vollendet), gilt die Grenze von zehn Jahren. Die tatsächliche Laufzeit von 11 Jahren übersteigt diese Grenze, weshalb der Unterschiedsbetrag nicht unter § 27 Abs. 5 Z 3 EStG 1988 fällt und nicht steuerpflichtig ist.","§ 27 Abs. 5 Z 3 lit. a EStG 1988","3","2","2","2","5","0","“§ 27 Abs. 5 Z 3 lit. a EStG 1988: im Falle des Erlebens oder des Rückkaufs einer auf den Er- oder Er- und Ablebensfall abgeschlossenen Kapitalversicherung einschließlich einer fondsgebundenen Lebensversicherung”","“Correctness: Conclusion is correct, but reasoning is wrong (uses 15 years instead of 10). Groundedness: Does not reflect § 27 Abs. 5 Z 3 lit. a correctly. Reasoning: Applies incorrect threshold”"
"20","d236e5b057d583de","Ist für die beschränkte Steuerpflicht selbständiger Arbeit im Inland zwingend eine österreichische Betriebsstätte erforderlich?","Nein, für die beschränkte Steuerpflicht selbständiger Arbeit im Inland ist nicht zwingend eine österreichische Betriebsstätte erforderlich. Gemäß § 1 Abs. 1 Z 1 KStG unterliegt eine Körperschaft der Körperschaftsteuer, wenn sie eine Betriebsstätte in Österreich hat. Allerdings gibt es Ausnahmen von dieser Regelung. Für selbständige Arbeitnehmer, die ihren Mittelpunkt der Tätigkeit für mehr als sechs Monate im Kalenderjahr in Österreich haben, gilt § 25 EStG. Danach haben sie die beschränkte Steuerpflicht, wenn ihre Einkünfte im Kalenderjahr mindestens zu 90% der österreichischen Einkommensteuer unterliegen oder wenn die nicht der österreichischen Einkommensteuer unterliegenden Einkünfte nicht mehr als 13 539 Euro betragen. Es ist jedoch wichtig zu beachten, dass § 99 Abs. 1 Z 1 EStG besagt, dass Betriebsausgaben nicht abgezogen werden,","Nein. Für Einkünfte aus selbständiger Arbeit ist eine Betriebsstätte nach innerstaatlichem Recht keine Voraussetzung; maßgeblich ist die Ausübung oder Verwertung der Arbeit im Inland.","EStR 2000 Rz 7914","2","1","2","2","3","1","„EStR 2000 Rz 7914: Das Vorliegen einer Betriebsstätte ist nach innerstaatlichem Recht keine Voraussetzung für die Steuerpflicht (VwGH 6.12.1957, 2843/54); maßgeblich ist die Ausübung oder Verwertung der selbständigen Arbeit im Inland.”","“Correctness: Conclusion correct, but reasoning largely wrong, Groundedness: No use of EStR 2000 Rz 7914, irrelevant provisions cited, Reasoning: Mixes unrelated rules (KStG, § 25 EStG, § 99 EStG) , Hallucination: Multiple unsupported/irrelevant legal references”"
"21","d2b7dcf6975ef46b","Was sind Vorgruppenverluste und wie werden sie innerhalb der Gruppe behandelt?","Vorgruppenverluste sind Verluste, die im Rahmen einer Gruppensteuererklärung vorliegen. Sie werden innerhalb der Gruppe gemäß den Regeln des Bundesfinanzministeriums behandelt. Die Regelung ist in § 103a EStG festgelegt. Vorgruppenverluste können sich um Verluste von Rechnungslegungswert handeln, die durch das Erwerben oder Veräußerung von Gütern innerhalb der Gruppe entstanden sind. Diese Verluste werden","Verluste eines Gruppenmitglieds aus Zeiträumen vor dem Gruppenbeitritt. Sie können nur gegen den eigenen Gewinn des jeweiligen Mitglieds verrechnet werden – nicht gegen den Gruppengewinn (§ 9 Abs. 6 Z 4 KStG).","§ 9 Abs. 6 Z 4 KStG 1988","0","0","0","1","2","1","“§ 9 Abs. 6 Z 4 KStG 1988: Bei Ermittlung des zuzurechnenden steuerlich maßgebenden Ergebnisses ist Folgendes zu beachten: Vortragsfähige Verluste (§ 8 Abs. 4 Z 2) des unbeschränkt steuerpflichtigen Gruppenmitglieds aus Zeiträumen vor dem Wirksamwerden der Unternehmensgruppe (Vorgruppenverluste) oder aus einer umgründungsbedingten Übernahme durch ein Gruppenmitglied (Außergruppenverluste) können bis zur Höhe des eigenen Gewinnes des jeweiligen Gruppenmitglieds verrechnet werden. Außergruppenverluste liegen nicht vor, wenn vortragsfähige Verluste innerhalb der Gruppe entstanden sind und umgründungsbedingt auf ein anderes Gruppenmitglied übergehen.”","“Correctness: Does not match definition or treatment, Groundedness: No reference to § 9 Abs. 6 Z 4 KStG, Reasoning: No correct explanation of offset restriction, Hallucination: Invented provision (§ 103a EStG) and unclear concepts”"
"22","d3a0254cef0f548c","Welche Gemeinsamkeiten und Unterschiede bestehen zwischen einem Mantelkauf (§ 8 KStG) und dem Verlust von Verlustvorträgen bei Ausscheiden aus einer Gruppe (§ 9 KStG)?","Welche Regelungen apply bei der Aufbewahrung von Arbeitszeitbetragen, und welche Regelungen apply bei der Untermittlung von Arbeitszeiten? ### Answer-Content: § 13 Abs. 5 Ziff. 10 und § 13 Abs. 5 Ziff. 11 GG, 13 GG, 13 GG und § 13 Abs. 6 GG: Der Arbeitszeitbetrag, der sich auf die nach dem Ausscheiden aus der Gruppe fällig kommt, ist auf die Zeit bis zur Beendigung der Arbeitszeit abgerechnet. § 13 Abs. 5 Ziff. 11 GG: Ist der Arbeitszeitbetrag von der Gruppe fällig, kann der Arbeitgeber den Arbeitszeitbetrag aus der Gruppe abziehen, wenn er die Abgeltung der Abzüge nach § 13 Abs. 5 Ziff. 10 oder § 13 Abs. 6 GGfulfilled hat.","Gemeinsamkeit: Beide führen zum Verlust von Verlustvorträgen. Unterschied: Beim Mantelkauf (§ 8 Abs. 4 Z 2 lit. c KStG) verliert die Körperschaft ihre Verluste durch strukturelle Änderung. Beim Ausscheiden aus der Gruppe (§ 9 Abs. 6 Z 7 KStG) werden zugerechnete ausländische Verluste beim Gruppenträger aktiv nachversteuert.","§ 8 Abs. 4 Z 2 lit. c KStG 1988; § 9 Abs. 6 Z 7 KStG 1988","0","0","0","0","1","1","„§ 8 Abs. 4 Z 2 lit. c KStG 1988: Der Verlustabzug steht ab jenem Zeitpunkt nicht mehr zu, ab dem die Identität des Steuerpflichtigen infolge einer wesentlichen Änderung der organisatorischen und wirtschaftlichen Struktur im Zusammenhang mit einer wesentlichen Änderung der Gesellschafterstruktur auf entgeltlicher Grundlage nach dem Gesamtbild der Verhältnisse wirtschaftlich nicht mehr gegeben ist (Mantelkauf). Dies gilt nicht, wenn diese Änderungen zum Zwecke der Sanierung des Steuerpflichtigen mit dem Ziel der Erhaltung eines wesentlichen Teiles betrieblicher Arbeitsplätze erfolgen. Verluste sind jedenfalls insoweit abzugsfähig, als infolge der Änderung der wirtschaftlichen Struktur bis zum Ende des Wirtschaftsjahres der Änderung stille Reserven steuerwirksam aufgedeckt werden.” “§ 9 Abs. 6 Z 7 KStG 1988: In Jahren, in denen ein gemäß Z 6 zugerechneter ausländischer Verlust mit einem ausländischen Gewinn verrechnet wird oder verrechnet werden könnte, ist ein Betrag in diesem Ausmaß beim beteiligten inländischen Gruppenmitglied bzw. Gruppenträger, dem der Verlust zugerechnet wurde, als Gewinn zuzurechnen. Scheidet das nicht unbeschränkt steuerpflichtige ausländische Gruppenmitglied aus der Unternehmensgruppe aus, ist im Jahr des Ausscheidens ein Betrag im Ausmaß aller zugerechneten im Ausland nicht verrechneten Verluste beim Gruppenmitglied bzw. beim Gruppenträger als Gewinn zuzurechnen. Dem Ausscheiden ist ein Verlust der Vergleichbarkeit im Sinne § 4 Z 1 lit. c des Umgründungssteuergesetzes gleichzuhalten. Im Falle des Untergangs (Liquidation oder Insolvenz) des ausländischen Gruppenmitglieds ist bei tatsächlichem und endgültigem Vermögensverlust der zuzurechnende Betrag um die während der Gruppenzugehörigkeit nicht steuerwirksamen Teilwertabschreibungen zu kürzen.”","“Correctness: Completely off-topic answer, Groundedness: No connection to provided KStG provisions, Reasoning: No comparison made, Hallucination: Invented/irrelevant German labor law provisions (GG §§ 13 etc.)”"
"23","d41dff01bf74f402","Eine natürliche Person erbringt fortlaufend Leistungen ausschließlich gegenüber ihren Vereinsmitgliedern und erzielt daraus laufende Einnahmen. Sie wendet ein, eine Tätigkeit nur gegenüber Mitgliedern könne schon begrifflich keine gewerbliche oder berufliche Tätigkeit sein. Welche Aussage trifft § 2 Abs. 1 UStG für diesen Fall?","Die Aussage, dass eine Tätigkeit nur gegenüber Vereinsmitgliedern nicht als gewerbliche oder berufliche Tätigkeit betrachtet werden kann, trifft § 2 Abs. 1 des Umsatzsteuergesetzes (UStG) für diesen Fall. Der zitierte Paragraph des UStG beinhaltet folgende wichtigen Aspekte: § 2 Abs. 1 UStG: ""Ein Betrieb ist gewerblicher, wenn er sich auf die Erbringung von Leistungen oder der Leistung von Dienstleistungen beschränkt."" In diesem Fall handelt es sich um eine Tätigkeit, die sich ausschließlich auf die","Auch eine Tätigkeit nur gegenüber Mitgliedern kann gewerblich oder beruflich sein. § 2 Abs. 1 UStG stellt ausdrücklich klar, dass jede nachhaltige Tätigkeit zur Erzielung von Einnahmen auch dann erfasst ist, wenn eine Personenvereinigung nur gegenüber ihren Mitgliedern tätig wird.","§ 2 Abs. 1 UStG 1994","0","1","0","1","2","1","“§ 2 Abs. 1 UStG 1994: Unternehmer ist, wer eine gewerbliche oder berufliche Tätigkeit selbständig ausübt. Das Unternehmen umfaßt die gesamte gewerbliche oder berufliche Tätigkeit des Unternehmers. Gewerblich oder beruflich ist jede nachhaltige Tätigkeit zur Erzielung von Einnahmen, auch wenn die Absicht, Gewinn zu erzielen, fehlt oder eine Personenvereinigung nur gegenüber ihren Mitgliedern tätig wird.”","“Correctness: Opposite conclusion (should be yes, it can be economic activity), Groundedness: Misquotes § 2 Abs. 1 UStG, no alignment with source, Reasoning: Does not apply rule, just repeats wrong claim, Hallucination: Incorrect/altered legal definition used”"
