id,prompt,rougeL_Model1_API_Llama70B,rougeL_Model2_Finetuned_Gemma2B,rougeL_Model3_RAG_Gemma2B
CORP-TAX-026,Unter welchen Voraussetzungen ist der Verlustabzug gemäß § 8 Abs. 4 Z 2 lit. b KStG nicht auf 75 % begrenzt?,1.0,0.28282828282828276,0.32978723404255317
CORP-TAX-027,Welche Mindestbeteiligungsquote ist für die finanzielle Verbindung im Sinne des § 9 KStG erforderlich?,1.0,0.18930041152263374,0.16835016835016833
CORP-TAX-028,Wie lange muss die finanzielle Verbindung zu einem Gruppenmitglied bestehen?,1.0,0.14465408805031446,0.20192307692307693
CORP-TAX-029,"Können Vorgruppenverluste des Gruppenträgers, die aus Teilwertabschreibungen auf Beteiligungen an Körperschaften einer anderen Unternehmensgruppe stammen, mit dem Gruppengewinn verrechnet werden?",1.0,0.24161073825503357,0.38862559241706157
CORP-TAX-030,"Welche Konsequenz hat es, wenn eine österreichische Körperschaft in Österreich und in Deutschland unbeschränkt steuerpflichtig ist und als Gruppenträger fungieren möchte?",1.0,0.2452830188679245,0.29045643153526973
CORP-TAX-031,Was sind Vorgruppenverluste und wie werden sie innerhalb der Gruppe behandelt?,1.0,0.1414790996784566,0.19727891156462585
CORP-TAX-032,"Welche Unterschiede bestehen bei der Verlustverrechnung zwischen einem inländischen und einem ausländischen Gruppenmitglied hinsichtlich Höhe, Grenze und Nachversteuerung?",1.0,0.22742474916387959,0.16666666666666669
CORP-TAX-033,Gilt die Einjahresfrist bei internationalen Schachtelbeteiligungen auch für Anteile aus Kapitalerhöhungen?,1.0,0.14880952380952384,0.1680672268907563
CORP-TAX-034,"Welche Normen sind einschlägig, wenn eine Körperschaft eine internationale Schachtelbeteiligung veräußert und gleichzeitig Vorjahresverluste bestehen?",1.0,0.18575851393188855,0.1794871794871795
CORP-TAX-035,Hat eine Beteiligung von 8 % an einer deutschen GmbH Anspruch auf die internationale Schachtelbegünstigung? Ist die Dividende trotzdem steuerfrei?,1.0,0.14153846153846156,0.20353982300884957
CORP-TAX-036,Welche Auswirkung hat die Option zur Steuerwirksamkeit einer Schachtelbeteiligung beim konzerninternen Weiterverkauf im Rahmen einer Umgründung?,1.0,0.18064516129032257,0.24324324324324323
CORP-TAX-037,Wann sind Gewinnanteile aus ausländischen Schachtelbeteiligungen trotz § 10 KStG steuerpflichtig?,1.0,0.1914191419141914,0.22
CORP-TAX-038,Welche körperschaftsspezifischen Aufwendungen gelten nach § 11 KStG als Betriebsausgaben?,1.0,0.17589576547231273,0.18803418803418803
CORP-TAX-039,Welche Steuern sind nach § 12 KStG nicht als Betriebsausgaben abzugsfähig?,1.0,0.19081272084805653,0.1326530612244898
CORP-TAX-040,Unter welchen Voraussetzungen sind Zinsen für konzerninterne Beteiligungsfinanzierungen nicht abzugsfähig?,1.0,0.13166144200626959,0.15272727272727274
CORP-TAX-041,In welchem Veranlagungsjahr wird der Gewinn eines abweichenden Wirtschaftsjahres erfasst?,1.0,0.23655913978494625,0.2783505154639175
CORP-TAX-042,Wie wird das Einkommen einer Körperschaft berechnet und welche Abzüge sind vorgesehen?,1.0,0.15827338129496402,0.15609756097560978
CORP-TAX-043,Welche Normen der §§ 7–12 KStG sind typischerweise bei der Überleitung vom Handelsbilanzgewinn zum steuerpflichtigen Einkommen einer rechnungslegungspflichtigen GmbH relevant?,1.0,0.22372881355932203,0.26356589147286824
CORP-TAX-044,"Hat die Art der Einkommensverwendung (Ausschüttung, Entnahme etc.) Einfluss auf die Einkommensermittlung?",1.0,0.20578778135048229,0.19178082191780824
CORP-TAX-045,Kann eine Körperschaft mit abweichendem Wirtschaftsjahr ihre Verlustvorträge unbegrenzt mit dem Jahresgewinn verrechnen?,1.0,0.18018018018018017,0.20149253731343283
CORP-TAX-046,Welche Gemeinsamkeiten und Unterschiede bestehen zwischen einem Mantelkauf (§ 8 KStG) und dem Verlust von Verlustvorträgen bei Ausscheiden aus einer Gruppe (§ 9 KStG)?,1.0,0.30508474576271183,0.2935153583617747
CORP-TAX-047,Warum kann eine Körperschaft nach einem Mantelkauf ihre Verluste grundsätzlich nicht mehr nutzen – und welche Ausnahme gibt es?,1.0,0.17791411042944788,0.1567398119122257
CORP-TAX-048,Welche Rückvergütungen von Erwerbs- und Wirtschaftsgenossenschaften gelten als Einkommensverwendung?,1.0,0.17956656346749225,0.18957345971563977
CORP-TAX-049,"Was passiert steuerlich, wenn ein ausländisches Gruppenmitglied die Unternehmensgruppe verlässt und zuvor zugerechnete Verluste im Ausland noch nicht verrechnet wurden?",1.0,0.19596541786743515,0.19402985074626866
CORP-TAX-050,Welchen steuerlichen Vorteil bietet die Unternehmensgruppe gegenüber der isolierten Besteuerung?,1.0,0.1694915254237288,0.1732283464566929
CORP-TAX-051,"Welche Bestimmungen der §§ 7–12 KStG gelten für eine Unternehmensgruppe mit inländischem Gruppenträger, profitabler Inlandstochter, Verlusttochter im Inland (mit Vorgruppen verlusten) und Verlusttochter in der EU?",1.0,0.25605536332179935,0.20567375886524822
CORP-TAX-052,Kann eine Beteiligungsgemeinschaft als Gruppenträger fungieren und welche Mindestquoten gelten für die einzelnen Mitbeteiligten?,1.0,0.2175438596491228,0.24066390041493774
CORP-TAX-053,Gibt es für die Steuerfreiheit inländischer Beteiligungserträge eine Mindestbeteiligungsquote oder Haltefrist?,1.0,0.19847328244274806,0.18326693227091637
CORP-TAX-054,Was ist die 'Option zur Steuerwirksamkeit' und wie wird sie ausgeübt?,1.0,0.20771513353115723,0.19658119658119658
CORP-TAX-055,Entsteht eine internationale Schachtelbeteiligung durch Sitzverlegung einer inländischen Tochtergesellschaft ins Ausland – wie wirkt sich das auf die bisherigen stillen Reserven aus?,1.0,0.17956656346749228,0.19512195121951217
CORP-TAX-056,"Welche steuerliche Behandlung erfahren Zinsen für die Fremdfinanzierung einer Beteiligung, (a) wenn der Verkäufer konzernfremd ist und (b) wenn der Verkäufer die Muttergesellschaft ist?",1.0,0.25161290322580643,0.3012820512820513
CORP-TAX-057,Welche Einschränkung gilt für den Betriebsausgabenabzug bei nur teilweise steuerpflichtigen Körperschaften?,1.0,0.1548821548821549,0.16853932584269662
CORP-TAX-058,"Welche Einschränkung gilt für den Betriebsausgabenabzug bei einer Körperschaft, die nur teilweise steuerpflichtig ist?",1.0,0.17901234567901234,0.22748815165876773
CORP-TAX-059,Sind von Gerichten oder Verwaltungsbehörden verhängte Strafen steuerlich abzugsfähig?,1.0,0.19377162629757788,0.2487562189054727
CORP-TAX-060,Wie werden Aufsichtsratsvergütungen steuerlich behandelt?,1.0,0.14521452145214522,0.17490494296577944
TAX-INTL-001,"Eine in Deutschland ansässige Angestellte mietet ab April eine nicht bewohnbare (unmöblierte) Wohnung in Wien, behält jedoch ihre deutsche Wohnung und ihren deutschen Wohnsitz. Begründet die Wiener Wohnung in Österreich grundsätzlich eine unbeschränkte Steuerpflicht?",1.0,0.1739130434782609,0.19607843137254902
TAX-INTL-002,"Ein in Italien wohnender Investor hat in Österreich weder Wohnsitz noch gewöhnlichen Aufenthalt, erzielt aber Mieteinkünfte aus einer Wohnung in Salzburg. Ist er in Österreich nur beschränkt steuerpflichtig?",1.0,0.18006430868167203,0.2526315789473684
TAX-INTL-003,Ein französischer Consultant hält sich ohne feste Wohnung sieben Monate durchgehend in Österreich auf. Entsteht dadurch eine unbeschränkte Steuerpflicht?,1.0,0.1566265060240964,0.18565400843881852
TAX-INTL-004,Eine in der Schweiz lebende Managerin nutzt ihre Wiener Zweitwohnung nur 50 Tage pro Jahr und hält sich darüber hinaus nicht länger im Inland auf. Führt die Zweitwohnung allein zur unbeschränkten Steuerpflicht?,1.0,0.16997167138810199,0.1527777777777778
TAX-INTL-005,Ein in den USA tätiger Österreicher lässt die Familienwohnung in Wien unverändert bestehen; seine Ehefrau und das minderjährige Kind leben weiterhin dort. Behält er dadurch grundsätzlich einen inländischen Wohnsitz?,1.0,0.16260162601626016,0.18320610687022904
TAX-INTL-006,"Eine Person besitzt in Österreich nur eine leerstehende, unmöblierte Wohnung, die tatsächlich nicht bewohnbar gehalten wird. Begründet diese leerstehende Wohnung einen Wohnsitz?",1.0,0.2618181818181818,0.2251082251082251
TAX-INTL-007,Ein digitaler Nomade lebt während seiner Österreich-Aufenthalte ausschließlich in einem mobilen Wohnwagen. Kann dadurch ein inländischer Wohnsitz begründet werden?,1.0,0.1333333333333333,0.15510204081632653
TAX-INTL-008,"Eine in den Niederlanden studierende Österreicherin wohnt dort unter der Woche im Studentenheim, kann aber im Elternhaus in Graz jederzeit ein Zimmer nutzen. Die Studentin ist wirtschaftlich von den Eltern abhängig. Behält sie grundsätzlich einen inländischen Wohnsitz?",1.0,0.16,0.17647058823529413
TAX-INTL-009,Ein in der Slowakei wohnender Arbeitnehmer pendelt täglich zu seinem Arbeitsplatz in Österreich und kehrt jeden Abend an seinen ausländischen Wohnsitz zurück. Begründet er dadurch einen gewöhnlichen Aufenthalt in Österreich?,1.0,0.1497326203208556,0.1931034482758621
TAX-INTL-010,Ein in Ungarn wohnender Arbeitnehmer übernachtet von Montag bis Donnerstag regelmäßig am österreichischen Arbeitsort und fährt nur am Wochenende heim. Kann dadurch ein gewöhnlicher Aufenthalt in Österreich entstehen?,1.0,0.17174515235457063,0.21754385964912282
TAX-INTL-011,Eine Person hält sich über mehrere Monate überwiegend in Österreich auf und reist zwischendurch für kurze Projekteinsätze ins Ausland. Unterbrechen diese kurzfristigen Auslandsaufenthalte den gewöhnlichen Aufenthalt automatisch?,1.0,0.17008797653958943,0.17813765182186236
TAX-INTL-012,"Eine Person, die zuvor in Österreich beschränkt steuerpflichtig gewesen ist, zieht mitten im Kalenderjahr aus Deutschland nach Wien und wird dadurch in Österreich unbeschränkt steuerpflichtig. Sind für das Zuzugsjahr grundsätzlich zwei Steuerabschnitte zu unterscheiden?",1.0,0.20973782771535582,0.17061611374407584
TAX-INTL-013,"Ein Arbeitnehmer verdient seinen Bonus noch vor dem Umzug nach Österreich, der Bonus wird aber erst nach Begründung des inländischen Wohnsitzes ausbezahlt. Ist der spätere Zufluss für die österreichische Erfassung grundsätzlich relevant?",1.0,0.14525139664804468,0.1370967741935484
TAX-INTL-014,"Eine in Belgien lebende Person erzielt vor ihrem Zuzug nach Österreich ausländische Einkünfte, die auch vor dem Zuzug zugeflossen sind. Sind diese Einkünfte in Österreich wegen des späteren Zuzugs nachträglich zu erfassen?",1.0,0.23343848580441642,0.1643835616438356
TAX-INTL-015,Ein österreichischer Steuerinländer gibt seinen inländischen Wohnsitz auf und verlegt den Mittelpunkt seiner Lebensinteressen ins Ausland. Kann die Aufgabe des inländischen Wohnsitzes Wegzugsbesteuerung auslösen?,1.0,0.1926910299003322,0.1510791366906475
TAX-INTL-016,"Eine Person dokumentiert nur 65 Tage in ihrer Wiener Zweitwohnung, mietet aber zusätzlich für zwei Monate ein Appartement und hält sich wegen weiterer Hotelaufenthalte insgesamt rund sechs Monate beruflich in Österreich auf. Kann trotz 70-Tage-Grenze unbeschränkte Steuerpflicht entstehen?",1.0,0.2140845070422535,0.18430034129692835
TAX-INTL-017,Ein ausländischer Saisonarbeiter arbeitet vier Monate in Tirol und kehrt danach in seinen Heimatstaat zurück. Hat er nach den Richtlinien grundsätzlich einen gewöhnlichen Aufenthalt in Österreich?,1.0,0.18701298701298696,0.24911032028469748
TAX-INTL-018,Ein ausländischer Saisonarbeiter bleibt aufgrund mehrerer aufeinanderfolgender Einsätze insgesamt länger als sechs Monate in Österreich. Tritt die unbeschränkte Steuerpflicht rückwirkend ein?,1.0,0.22372881355932206,0.16428571428571428
TAX-INTL-019,Ein kanadischer Arbeitnehmer hat ab Januar 2026 eine Arbeitserlaubnis für acht Monate und ist ab Februar 2026 tatsächlich in Österreich anwesend. Gilt er ab Beginn seiner Anwesenheit als unbeschränkt steuerpflichtig?,1.0,0.16045845272206305,0.18972332015810278
TAX-INTL-020,"Ein in Spanien lebender Berater hat in Österreich weder Wohnsitz noch gewöhnlichen Aufenthalt. Wenn seine inländischen Einkünfte wegfallen, endet dann grundsätzlich auch die beschränkte Steuerpflicht?",1.0,0.24605678233438483,0.20905923344947733
TAX-INTL-021,"Ein deutscher Staatsangehöriger lebt in Deutschland, hat keinen Wohnsitz in Österreich, erzielt aber 95% seiner Jahreseinkünfte aus Österreich. Kann er auf Antrag wie ein unbeschränkt Steuerpflichtiger behandelt werden?",1.0,0.17567567567567569,0.1588785046728972
TAX-INTL-022,Eine in Slowenien wohnende EU-Bürgerin erzielt österreichische Einkünfte und hat nur 10.000 Euro nicht in Österreich steuerpflichtige Auslandseinkünfte. Kann sie trotz Unterschreitens der 90%-Quote den Antrag nach § 1 Abs. 4 EStG 1988 stellen?,1.0,0.282051282051282,0.3043478260869565
TAX-INTL-023,Ein in Serbien wohnender Drittstaatsangehöriger erzielt nur österreichische Einkünfte und möchte die Behandlung als unbeschränkt Steuerpflichtiger nach § 1 Abs. 4 EStG 1988 beantragen. Ist das allein schon aufgrund seiner Staatsangehörigkeit ausgeschlossen?,1.0,0.2611464968152866,0.24489795918367346
TAX-INTL-024,Muss die Höhe der nicht in Österreich steuerpflichtigen Auslandseinkünfte für den Antrag nach § 1 Abs. 4 EStG 1988 nachgewiesen werden?,1.0,0.26402640264026406,0.22857142857142856
TAX-INTL-025,Erstreckt sich die beschränkte österreichische Steuerpflicht eines in Polen ansässigen Steuerpflichtigen auf dessen gesamtes Welteinkommen?,1.0,0.25589225589225595,0.2718446601941748
TAX-INTL-026,Kann ein beschränkt Steuerpflichtiger in der Veranlagung den Familienbonus Plus oder den Alleinverdienerabsetzbetrag beanspruchen?,1.0,0.23529411764705882,0.21296296296296294
TAX-INTL-027,"Sind Sonderausgaben bei beschränkt Steuerpflichtigen nur dann abzugsfähig, wenn ein Inlandsbezug besteht?",1.0,0.16339869281045752,0.24454148471615722
TAX-INTL-028,Gibt es bei beschränkt Steuerpflichtigen keinen gesetzlichen Zuschlag zum Einkommen für die Steuerberechnung?,1.0,0.18548387096774194,0.18604651162790697
TAX-INTL-029,Sind außergewöhnliche Belastungen nach § 34 EStG 1988 und § 35 EStG 1988 bei beschränkter Steuerpflicht anwendbar?,1.0,0.23566878980891717,0.2991452991452992
TAX-INTL-030,Ein beschränkt steuerpflichtiger Arbeitnehmer bezieht neben seinem österreichischen Arbeitslohn noch andere veranlagungspflichtige österreichische Einkünfte von mehr als 730 Euro. Führt das zu einer Veranlagung nach § 102 EStG 1988?,1.0,0.1522491349480969,0.1552511415525114
TAX-INTL-031,Ein beschränkt steuerpflichtiger Arbeitnehmer hat im selben Kalenderjahr zeitweise zwei getrennt lohnversteuerte österreichische Dienstverhältnisse. Ist eine Veranlagung vorgesehen?,1.0,0.11111111111111109,0.10679611650485438
TAX-INTL-032,"Kann ein beschränkt Steuerpflichtiger veranlagt werden, obwohl von seinen inländischen Einkünften weder Lohnsteuer noch KESt noch Abzugsteuer nach § 99 EStG 1988 bis § 101 EStG 1988 vorzunehmen ist?",1.0,0.2888888888888889,0.2672413793103448
TAX-INTL-033,Werden bei der laufenden Lohnsteuerberechnung für beschränkt lohnsteuerpflichtige Arbeitnehmer dieselben Absetzbeträge berücksichtigt wie bei unbeschränkt Steuerpflichtigen?,1.0,0.24840764331210194,0.29457364341085274
TAX-INTL-034,Ein in Deutschland ansässiger beschränkt steuerpflichtiger Arbeitnehmer erzielt Bezüge aus einer Tätigkeit im Sinne des § 99 Abs. 1 Z 1 EStG 1988 und teilt dem Arbeitgeber unmittelbar zusammenhängende Werbungskosten vor Auszahlung mit. Kann der Arbeitgeber diese Werbungskosten bereits beim Lohnsteuerabzug abziehen?,1.0,0.16901408450704225,0.2245614035087719
TAX-INTL-035,"Beginnt die beschränkte Steuerpflicht bereits mit der Aufgabe des österreichischen Wohnsitzes, wenn weiterhin österreichische Inlandseinkünfte erzielt werden?",1.0,0.17328519855595667,0.2112676056338028
TAX-INTL-036,"Wie ist vorzugehen, wenn ein in Österreich unbeschränkt Steuerpflichtiger Einkünfte aus einem Staat mit DBA bezieht?",1.0,0.16568047337278105,0.16666666666666666
TAX-INTL-037,"Dient ein DBA aus österreichischer Sicht dazu, eine mehrfache Besteuerung derselben Einkünfte zu vermeiden?",1.0,0.2075471698113208,0.20377358490566036
TAX-INTL-038,Was bedeutet bei Auslandseinkünften eines in Österreich ansässigen Steuerpflichtigen die Befreiungsmethode?,1.0,0.2317880794701987,0.25757575757575757
TAX-INTL-039,Was bedeutet bei Auslandseinkünften eines in Österreich ansässigen Steuerpflichtigen die Anrechnungsmethode?,1.0,0.20983606557377052,0.19753086419753085
TAX-INTL-040,Sind ausländische Einkünfte bei ihrer Berücksichtigung in Österreich stets nach österreichischem Steuerrecht zu ermitteln?,1.0,0.2342342342342342,0.24291497975708504
TAX-INTL-041,"Müssen Auslandseinkünfte an österreichische Einkommensermittlungsvorschriften angepasst werden, wenn das ausländische Steuerrecht andere Befreiungen oder Abschreibungen vorsieht?",1.0,0.20846905537459284,0.22480620155038758
TAX-INTL-042,"Ist ein in Österreich unbeschränkt Steuerpflichtiger mit seinem gesamten Welteinkommen steuerpflichtig, auch wenn einzelne Einkünfte bereits im Ausland besteuert wurden?",1.0,0.2006269592476489,0.26315789473684215
TAX-INTL-043,Kann ein DBA nach österreichischer Methodik eine nach innerstaatlichem Recht bestehende Steuerpflicht einschränken?,1.0,0.19580419580419578,0.2152466367713005
TAX-INTL-044,Können bei DBA-Fällen die wirtschaftliche Zuordnung und nicht allein der spätere Zufluss für die Zuordnung von Einkünften maßgeblich sein?,1.0,0.13372093023255813,0.3070539419087137
TAX-INTL-045,Kann jemand nach österreichischem Steuerrecht mehr als einen Wohnsitz haben?,1.0,0.14193548387096774,0.1411764705882353
TAX-INTL-046,"Unterliegen bei beschränkt Steuerpflichtigen Einkünfte, die nach § 98 EStG 1988 nicht steuerpflichtig sind, einem österreichischen Progressionsvorbehalt?",1.0,0.1935483870967742,0.21590909090909088
TAX-INTL-047,Darf Österreich bei der Befreiungsmethode die nach dem DBA steuerfreien Auslandseinkünfte für die Ermittlung des Steuersatzes auf die Inlandseinkünfte berücksichtigen?,1.0,0.32075471698113206,0.3166666666666667
TAX-INTL-048,Ist bei der Anrechnungsmethode die ausländische Steuer von der österreichischen Steuer abzuziehen statt die Auslandseinkünfte vollständig auszunehmen?,1.0,0.23241590214067281,0.2704918032786885
TAX-INTL-049,"Soll bei grenzüberschreitenden Fällen mit Deutschland, der Schweiz oder den USA stets geprüft werden, ob ein DBA besteht?",1.0,0.2492401215805471,0.2882096069868995
TAX-INTL-050,"Begründet ein DBA für sich allein eine österreichische Steuerpflicht, wenn das innerstaatliche Recht keine Steuerpflicht vorsieht?",1.0,0.1226993865030675,0.2524271844660194
TAX-INTL-051,"Ein in Tschechien ansässiger Architekt wird persönlich für ein Projekt in Wien tätig, ohne dort eine Betriebsstätte zu haben. Unterliegen die Honorare in Österreich der beschränkten Steuerpflicht?",1.0,0.17341040462427745,0.1640625
TAX-INTL-052,"Ein in Schweden ansässiger Berater erbringt seine Leistung physisch im Ausland, der wirtschaftliche Erfolg soll aber unmittelbar der österreichischen Volkswirtschaft dienen. Kann die Tätigkeit in Österreich als verwertet gelten?",1.0,0.16714697406340057,0.21323529411764705
TAX-INTL-053,Ist für die beschränkte Steuerpflicht selbständiger Arbeit im Inland zwingend eine österreichische Betriebsstätte erforderlich?,1.0,0.23343848580441642,0.2277580071174377
TAX-INTL-054,Ein in Liechtenstein ansässiger Unternehmer unterhält in Österreich eine Betriebsstätte. Unterliegen die damit erzielten gewerblichen Einkünfte in Österreich der beschränkten Steuerpflicht?,1.0,0.20245398773006135,0.2292490118577075
TAX-INTL-055,"Ein ausländischer Gewerbetreibender hat in Österreich keine Betriebsstätte, aber einen ständigen Vertreter. Können dadurch in Österreich beschränkt steuerpflichtige gewerbliche Einkünfte entstehen?",1.0,0.19883040935672514,0.16770186335403725
TAX-INTL-056,"Ein in Italien ansässiger Unternehmer erzielt mit einem in Österreich gelegenen Hotel gewerbliche Einkünfte, ohne dort seinen Sitz zu haben. Begründet das unbewegliche Vermögen im Inland eine beschränkte Steuerpflicht?",1.0,0.12944983818770228,0.19548872180451127
TAX-INTL-057,"Ein ausländisches Beratungsunternehmen erbringt kaufmännische Beratung in Österreich, ohne dort Betriebsstätte oder ständigen Vertreter zu haben. Sind diese Einkünfte dennoch in Österreich steuerpflichtig?",1.0,0.15047021943573669,0.2594142259414226
TAX-INTL-058,Ein slowakisches Unternehmen stellt Arbeitskräfte zur Arbeitsausübung in Österreich. Entsteht auch ohne österreichische Betriebsstätte beschränkte Steuerpflicht?,1.0,0.1487603305785124,0.2066420664206642
TAX-INTL-059,"Ein in Deutschland ansässiger Musiker tritt in Wien auf, ohne in Österreich eine Betriebsstätte zu haben. Unterliegen die daraus stammenden gewerblichen Einkünfte in Österreich der beschränkten Steuerpflicht?",1.0,0.21637426900584797,0.192
TAX-INTL-060,Ein in Ungarn ansässiger Arbeitnehmer arbeitet vorübergehend physisch in Österreich. Können seine Arbeitslohneinkünfte in Österreich beschränkt steuerpflichtig sein?,1.0,0.20958083832335328,0.21333333333333335
TAX-INTL-061,Ein im Ausland lebender früherer Beamter erhält Bezüge aus einer österreichischen öffentlichen Kasse aufgrund eines früheren Dienstverhältnisses. Erfasst § 98 EStG 1988 solche Einkünfte?,1.0,0.21122112211221125,0.15120274914089346
TAX-INTL-062,Eine in Frankreich wohnende Person vermietet eine in Innsbruck gelegene Eigentumswohnung. Sind diese Einkünfte in Österreich beschränkt steuerpflichtig?,1.0,0.19558359621451105,0.2169811320754717
TAX-INTL-063,Ein in der Schweiz wohnender Privatanleger verkauft ein in Wien gelegenes Grundstück aus seinem Privatvermögen. Unterliegt der Veräußerungsgewinn in Österreich der beschränkten Steuerpflicht?,1.0,0.15290519877675843,0.20444444444444446
TAX-INTL-064,Ein in Bayern ansässiger Landwirt bewirtschaftet zusätzlich Ackerflächen in Österreich. Sind die daraus erzielten Einkünfte in Österreich beschränkt steuerpflichtig?,1.0,0.19642857142857142,0.25098039215686274
TAX-INTL-065,"Eine in Spanien ansässige Person erzielt Einkünfte aus Rechten, die in ein österreichisches öffentliches Register eingetragen sind und vermietet werden. Kann § 98 Abs. 1 Z 6 EStG 1988 greifen?",1.0,0.2638036809815951,0.21993127147766323
TAX-INTL-066,"Ein in Luxemburg ansässiger Anleger erzielt österreichische Kapitalerträge, bei denen Kapitalertragsteuer einzubehalten war. Können diese Einkünfte in Österreich beschränkt steuerpflichtig sein?",1.0,0.12790697674418605,0.21399176954732513
TAX-INTL-067,Wann liegen für § 98 Abs. 1 Z 5 lit. b EStG 1988 inländische Zinsen vor?,1.0,0.26506024096385544,0.2142857142857143
TAX-INTL-068,"Unterliegen Kapitalerträge eines beschränkt Steuerpflichtigen auch dann der beschränkten Steuerpflicht, wenn für sie eine KESt-Befreiung nach § 94 EStG 1988 besteht?",1.0,0.1954887218045113,0.30303030303030304
TAX-INTL-069,"Ein im Ausland lebender Pensionist bezieht eine österreichische Sozialversicherungspension, die auf einer früher im Inland ausgeübten oder verwerteten Tätigkeit beruht. Kann dafür beschränkte Steuerpflicht bestehen?",1.0,0.2085889570552147,0.1407035175879397
